Key,English,Swedish
PROPQUEST_INC_150043,Seeking the Witness… 1,Seeking the Witness… 1
PROPQUEST_INC_150044,"Well… I don’t know anything about this shipwreck, but there is someone who might.","Well… I don’t know anything about this shipwreck, but there is someone who might."
PROPQUEST_INC_150045,A High-Dwarpet named Liekyen might know something. You should go see him.,A High-Dwarpet named Liekyen might know something. You should go see him.
PROPQUEST_INC_150046,"Of course, you can search elsewhere first if you prefer.","Of course, you can search elsewhere first if you prefer."
PROPQUEST_INC_150047,You haven’t gone yet? That’s really all I can think of.,You haven’t gone yet? That’s really all I can think of.
PROPQUEST_INC_150048,A shipwreck? Ah… you mean that one.,A shipwreck? Ah… you mean that one.
PROPQUEST_INC_150049,Meet with Liekyen,Meet with Liekyen
PROPQUEST_INC_150050,Seeking the Witness… 2,Seeking the Witness… 2
PROPQUEST_INC_150051,It was deep in the mountains. I saw a shadow and thought it was a monster… but it turned out to be a ship falling from the sky.,It was deep in the mountains. I saw a shadow and thought it was a monster… but it turned out to be a ship falling from the sky.
PROPQUEST_INC_150052,"There was no one on board, even when I searched it the first time. Not a single body. I checked around to see if there was anything useful, but all I found was a book full of strange codes. Curious what it says?","There was no one on board, even when I searched it the first time. Not a single body. I checked around to see if there was anything useful, but all I found was a book full of strange codes. Curious what it says?"
PROPQUEST_INC_150053,"I couldn’t make heads or tails of it, so I handed it over to Inisis. If you’re interested, go talk to her.","I couldn’t make heads or tails of it, so I handed it over to Inisis. If you’re interested, go talk to her."
PROPQUEST_INC_150054,"Not curious? Well, that’s your choice.","Not curious? Well, that’s your choice."
PROPQUEST_INC_150055,"Inisis knows the details. If she finishes deciphering it, could you come back and tell me what she found?","Inisis knows the details. If she finishes deciphering it, could you come back and tell me what she found?"
PROPQUEST_INC_150056,"Ah, you’ve come for the logbook?","Ah, you’ve come for the logbook?"
PROPQUEST_INC_150057,Meet with Inisis,Meet with Inisis
PROPQUEST_INC_150058,Searching for Clues… 1,Searching for Clues… 1
PROPQUEST_INC_150059,It turned out to be just a simple sailing logbook. There’s nothing special written in it. Are you still looking for more clues?,It turned out to be just a simple sailing logbook. There’s nothing special written in it. Are you still looking for more clues?
PROPQUEST_INC_150060,"Actually, after reading it, Amadolka decided to search the Darken mountains again to see if anything else turns up. You should meet him before heading back to Saint City.","Actually, after reading it, Amadolka decided to search the Darken mountains again to see if anything else turns up. You should meet him before heading back to Saint City."
PROPQUEST_INC_150061,"If you’re too busy, I understand. Take care of yourself.","If you’re too busy, I understand. Take care of yourself."
PROPQUEST_INC_150062,You haven’t left yet?,You haven’t left yet?
PROPQUEST_INC_150063,Inisis sent you?,Inisis sent you?
PROPQUEST_INC_150064,Meet with Amadolka,Meet with Amadolka
PROPQUEST_INC_150065,Searching for Clues… 2,Searching for Clues… 2
PROPQUEST_INC_150066,That sharp woman… How did she know to send you without me saying anything? Do you really need this?,That sharp woman… How did she know to send you without me saying anything? Do you really need this?
PROPQUEST_INC_150067,"Sigh… Fine, take it. You can find it right next to me. I tried to analyze that material at Erons Factory, but I couldn’t even figure out what it’s made of.","Sigh… Fine, take it. You can find it right next to me. I tried to analyze that material at Erons Factory, but I couldn’t even figure out what it’s made of."
PROPQUEST_INC_150068,"If you manage to discover anything, let me know. I guess I owe you one now.","If you manage to discover anything, let me know. I guess I owe you one now."
PROPQUEST_INC_150069,"So I can keep this? Tch… the more I look at it, the more uneasy I feel. Just take it and go.","So I can keep this? Tch… the more I look at it, the more uneasy I feel. Just take it and go."
PROPQUEST_INC_150070,This logbook…!,This logbook…!
PROPQUEST_INC_150071,Find “Trace of the New Continent”,Find “Trace of the New Continent”
PROPQUEST_INC_150072,The Gear Begins to Turn Again,The Gear Begins to Turn Again
PROPQUEST_INC_150073,"So that’s how it was… What on earth happened to the crew of that ship? For now, let me examine this strange material.","So that’s how it was… What on earth happened to the crew of that ship? For now, let me examine this strange material."
PROPQUEST_INC_150074,"I can use it to calm the investors. With this logbook, we might even be able to send a follow-up expedition. Hmm… Could you show the logbook and this material to the Strange Collector?","I can use it to calm the investors. With this logbook, we might even be able to send a follow-up expedition. Hmm… Could you show the logbook and this material to the Strange Collector?"
PROPQUEST_INC_150075,He should be the first to know. Thank you.,He should be the first to know. Thank you.
PROPQUEST_INC_150076,"Well, if you change your mind, you can come back anytime.","Well, if you change your mind, you can come back anytime."
PROPQUEST_INC_150077,"Have you shown it to him yet? Don’t worry, I’m not rushing you.","Have you shown it to him yet? Don’t worry, I’m not rushing you."
PROPQUEST_INC_150078,"Welcome back. How did it go? I knew it—my research wasn’t wrong after all. I truly owe you. It’s not much, but please accept this as my thanks. Things are going to get busy from here on…","Welcome back. How did it go? I knew it—my research wasn’t wrong after all. I truly owe you. It’s not much, but please accept this as my thanks. Things are going to get busy from here on…"
PROPQUEST_INC_150079,Meet with the Strange Collector,Meet with the Strange Collector
PROPQUEST_INC_150080,Chapter 2 Eillun Town,Chapter 2 Eillun Town
PROPQUEST_INC_150081,Reignited Passion,Reignited Passion
PROPQUEST_INC_150082,"Adventurer, you’ve come at the perfect time. We’re preparing a second expedition based on the logbook you found.","Adventurer, you’ve come at the perfect time. We’re preparing a second expedition based on the logbook you found."
PROPQUEST_INC_150083,"This time, we plan to send a scouting party before the main group. Would you be willing to be part of that team?","This time, we plan to send a scouting party before the main group. Would you be willing to be part of that team?"
PROPQUEST_INC_150084,Go see the mayor of Saint City.,Go see the mayor of Saint City.
PROPQUEST_INC_150085,"I don’t think anyone is better suited for this than you. But there’s still some time before we depart, so you can decide at your own pace.","I don’t think anyone is better suited for this than you. But there’s still some time before we depart, so you can decide at your own pace."
PROPQUEST_INC_150086,"You know where the mayor is, right?","You know where the mayor is, right?"
PROPQUEST_INC_150087,"Welcome, adventurer.","Welcome, adventurer."
PROPQUEST_INC_150088,Scout Party,Scout Party
PROPQUEST_INC_150089,"Thanks to what you brought back, I convinced the other investors, and we’ve decided to organize a second expedition. But considering the first expedition vanished and their ship crashed…","Thanks to what you brought back, I convinced the other investors, and we’ve decided to organize a second expedition. But considering the first expedition vanished and their ship crashed…"
PROPQUEST_INC_150090,"If we send another group out without understanding what happened, we risk the same disaster. That’s why we plan to send a scouting team first to investigate. Will you take on that role?","If we send another group out without understanding what happened, we risk the same disaster. That’s why we plan to send a scouting team first to investigate. Will you take on that role?"
PROPQUEST_INC_150091,"After reviewing the logbook, it seems we need to go even farther north, beyond the Gouthan Mountains of Darkon. It looks like there’s some kind of docking point there, so if you arrive safely, you should be able to land.","After reviewing the logbook, it seems we need to go even farther north, beyond the Gouthan Mountains of Darkon. It looks like there’s some kind of docking point there, so if you arrive safely, you should be able to land."
PROPQUEST_INC_150092,"No matter how I look at it, you’re the only one fit for this job. I’ll be waiting for your answer.","No matter how I look at it, you’re the only one fit for this job. I’ll be waiting for your answer."
PROPQUEST_INC_150093,"Good luck, adventurer. May your flight be a safe one.","Good luck, adventurer. May your flight be a safe one."
PROPQUEST_INC_150094,Finally… I’m saved! I survived!,Finally… I’m saved! I survived!
PROPQUEST_INC_150095,Meet with [Expedition] Beck,Meet with [Expedition] Beck
PROPQUEST_INC_150096,Straggler,Straggler
PROPQUEST_INC_150097,"Good to meet you. I’m Beck from Saint City. I… well, I was part of the expedition. Beasts attacked us, and I got separated from the others.","Good to meet you. I’m Beck from Saint City. I… well, I was part of the expedition. Beasts attacked us, and I got separated from the others."
PROPQUEST_INC_150098,"Our captain didn’t even check if everyone was on board before taking off. When the attack started, I just happened to be wasting time in the forest. Thanks to that, I survived.","Our captain didn’t even check if everyone was on board before taking off. When the attack started, I just happened to be wasting time in the forest. Thanks to that, I survived."
PROPQUEST_INC_150099,A second expedition? That’s a relief. I’ll join them and go home as soon as they arrive. But… could I ask you for a favor?,A second expedition? That’s a relief. I’ll join them and go home as soon as they arrive. But… could I ask you for a favor?
PROPQUEST_INC_150100,"I lost my serial number chain while fleeing from those beasts. I searched where I dropped it, but it was gone. It might still be somewhere nearby. Could you go and look for it? Please, I’m counting on you.","I lost my serial number chain while fleeing from those beasts. I searched where I dropped it, but it was gone. It might still be somewhere nearby. Could you go and look for it? Please, I’m counting on you."
PROPQUEST_INC_150101,"If you change your mind, please come back.","If you change your mind, please come back."
PROPQUEST_INC_150102,Those creatures went that way!,Those creatures went that way!
PROPQUEST_INC_150103,"I can’t thank you enough for your help. While you were gone, some beastmen—different from the ones that attacked me—showed up. They gave me food and pointed out a place before leaving. Eat something, then head over there.","I can’t thank you enough for your help. While you were gone, some beastmen—different from the ones that attacked me—showed up. They gave me food and pointed out a place before leaving. Eat something, then head over there."
PROPQUEST_INC_150104,Gather 10 Abandoned Serial Number Chains,Gather 10 Abandoned Serial Number Chains
PROPQUEST_INC_150105,Proficiency Test,Proficiency Test
PROPQUEST_INC_150106,"Oy! Halt! Who are you? …That’s quite a story. Suspicious. Are you a Lycan spy? If not, prove it.","Oy! Halt! Who are you? …That’s quite a story. Suspicious. Are you a Lycan spy? If not, prove it."
PROPQUEST_INC_150107,"Defeat 20 Hundur Sharpfoots, and then I’ll believe you.","Defeat 20 Hundur Sharpfoots, and then I’ll believe you."
PROPQUEST_INC_150108,Hmph! I knew it. You must be a spy!,Hmph! I knew it. You must be a spy!
PROPQUEST_INC_150109,What? You can’t even handle that? Pathetic. There’s no way I can let you into the village like this.,What? You can’t even handle that? Pathetic. There’s no way I can let you into the village like this.
PROPQUEST_INC_150110,(Hmm… seems stronger than me…),(Hmm… seems stronger than me…)
PROPQUEST_INC_150111,Kill 20 Hundur Sharpfoots,Kill 20 Hundur Sharpfoots
PROPQUEST_INC_150112,Territorial Cats,Territorial Cats
PROPQUEST_INC_150113,"That’s still not enough to convince me. I don’t even know who you really are. If you want to live alongside our village, you’ll need to prove yourself with your strength. Then at least we can rely on each other.","That’s still not enough to convince me. I don’t even know who you really are. If you want to live alongside our village, you’ll need to prove yourself with your strength. Then at least we can rely on each other."
PROPQUEST_INC_150114,"If you’re serious about proving yourself, defeat Captain Hundur Sharpfoot and bring me proof.","If you’re serious about proving yourself, defeat Captain Hundur Sharpfoot and bring me proof."
PROPQUEST_INC_150115,"At your current level, it might be difficult. I understand.","At your current level, it might be difficult. I understand."
PROPQUEST_INC_150116,Still not done? When exactly do you plan to enter the village?,Still not done? When exactly do you plan to enter the village?
PROPQUEST_INC_150117,"(Seriously…?) You’re struggling with just those? Hah… well, I guess you tried. Go on, someone will guide you inside.","(Seriously…?) You’re struggling with just those? Hah… well, I guess you tried. Go on, someone will guide you inside."
PROPQUEST_INC_150118,Kill 11 Captain Hundur Sharpfoots and bring 1 Piece of Hundur Bone,Kill 11 Captain Hundur Sharpfoots and bring 1 Piece of Hundur Bone
PROPQUEST_INC_150119,New Town Life?,New Town Life?
PROPQUEST_INC_150120,"Welcome, stranger. You’re now in Eillun Town, the refuge of the Myurangs. Wait, you defeated Captain Hundur Sharpfoot? Ah, so you fell for his trick. I only sent him out for training because he’s always slacking off.","Welcome, stranger. You’re now in Eillun Town, the refuge of the Myurangs. Wait, you defeated Captain Hundur Sharpfoot? Ah, so you fell for his trick. I only sent him out for training because he’s always slacking off."
PROPQUEST_INC_150121,"Don’t worry, I’ll give him a much harsher assignment next time. To stay in this village, you’ll need the captain’s approval. He’s strict, so expect more tests.","Don’t worry, I’ll give him a much harsher assignment next time. To stay in this village, you’ll need the captain’s approval. He’s strict, so expect more tests."
PROPQUEST_INC_150122,You can find him over there. Go talk to him yourself.,You can find him over there. Go talk to him yourself.
PROPQUEST_INC_150123,What will he ask you to do? No idea.,What will he ask you to do? No idea.
PROPQUEST_INC_150124,"Just know that without his approval, you won’t be able to do much in this village.","Just know that without his approval, you won’t be able to do much in this village."
PROPQUEST_INC_150125,Who are you?,Who are you?
PROPQUEST_INC_150126,Meet with [Captain] Baron,Meet with [Captain] Baron
PROPQUEST_INC_150127,Captain’s Test 1,Captain’s Test 1
PROPQUEST_INC_150128,"A hairless outsider in our village… What were the guards doing? So, you want to stay here? We’re at war with the Lycans. For all I know, you might be one of their spies. I can’t allow you to stay without proof.","A hairless outsider in our village… What were the guards doing? So, you want to stay here? We’re at war with the Lycans. For all I know, you might be one of their spies. I can’t allow you to stay without proof."
PROPQUEST_INC_150129,Kill 25 Small Samosets. That’ll at least get us talking.,Kill 25 Small Samosets. That’ll at least get us talking.
PROPQUEST_INC_150130,"If you can’t handle something that simple, I can’t let you in.","If you can’t handle something that simple, I can’t let you in."
PROPQUEST_INC_150131,"If you finish quickly, you’ll be able to use the village facilities sooner.","If you finish quickly, you’ll be able to use the village facilities sooner."
PROPQUEST_INC_150132,Already done? Alright. I can say you’re not one of those dog spies.,Already done? Alright. I can say you’re not one of those dog spies.
PROPQUEST_INC_150133,Kill 25 Small Samosets,Kill 25 Small Samosets
PROPQUEST_INC_150134,Captain’s Test 2,Captain’s Test 2
PROPQUEST_INC_150135,But staying in town is a different matter. We’ve received reports that the enemies you defeated are gathering in one place.,But staying in town is a different matter. We’ve received reports that the enemies you defeated are gathering in one place.
PROPQUEST_INC_150136,I’ll tell you where. Go there and take them out before they can plan anything.,I’ll tell you where. Go there and take them out before they can plan anything.
PROPQUEST_INC_150137,"It’s your choice, but if you want to stay, you’ll have to deal with them eventually.","It’s your choice, but if you want to stay, you’ll have to deal with them eventually."
PROPQUEST_INC_150138,We need to crush them before they attack the village. That’s what matters.,We need to crush them before they attack the village. That’s what matters.
PROPQUEST_INC_150139,Impressive. I underestimated you. My apologies.,Impressive. I underestimated you. My apologies.
PROPQUEST_INC_150140,Kill 15 Samosets,Kill 15 Samosets
PROPQUEST_INC_150141,Captain’s Test 3,Captain’s Test 3
PROPQUEST_INC_150142,"There are even more reinforcements gathering. Sadly, our troops are tied up elsewhere and can’t handle them right now. This is the last task—teach them a lesson.","There are even more reinforcements gathering. Sadly, our troops are tied up elsewhere and can’t handle them right now. This is the last task—teach them a lesson."
PROPQUEST_INC_150143,Defeat Captain Samoset and bring back proof. Then I’ll grant you permission to stay.,Defeat Captain Samoset and bring back proof. Then I’ll grant you permission to stay.
PROPQUEST_INC_150144,You’d better decide before they launch an attack.,You’d better decide before they launch an attack.
PROPQUEST_INC_150145,Still not finished? Hmm…,Still not finished? Hmm…
PROPQUEST_INC_150146,Well done. I’ll issue your residency permit.,Well done. I’ll issue your residency permit.
PROPQUEST_INC_150147,Kill 10 Captain Samosets and bring 1 Piece of Samoset Bone,Kill 10 Captain Samosets and bring 1 Piece of Samoset Bone
PROPQUEST_INC_150148,Where Did the Expedition Go 1,Where Did the Expedition Go 1
PROPQUEST_INC_150149,"So, what brought you all the way here? Hmm… I don’t remember seeing anything like that. I rarely leave the forest, so I wouldn’t know.","So, what brought you all the way here? Hmm… I don’t remember seeing anything like that. I rarely leave the forest, so I wouldn’t know."
PROPQUEST_INC_150150,"Wait… yes, there were reports of several loud explosions from the east. I’m not sure if it’s related, but do you want to check it out?","Wait… yes, there were reports of several loud explosions from the east. I’m not sure if it’s related, but do you want to check it out?"
PROPQUEST_INC_150151,"It’s not far, but it’s Lycan territory. We haven’t been able to investigate. If you find anything, bring it to me. I’ll help you examine it.","It’s not far, but it’s Lycan territory. We haven’t been able to investigate. If you find anything, bring it to me. I’ll help you examine it."
PROPQUEST_INC_150152,You might find other clues elsewhere too. Don’t worry if you want to follow your own leads.,You might find other clues elsewhere too. Don’t worry if you want to follow your own leads.
PROPQUEST_INC_150153,"You should be fine, but stay careful.","You should be fine, but stay careful."
PROPQUEST_INC_150154,Did you find what you were looking for? You found this there?,Did you find what you were looking for? You found this there?
PROPQUEST_INC_150155,Search the forest and obtain “Unknown Fur Ball”,Search the forest and obtain “Unknown Fur Ball”
PROPQUEST_INC_150156,Where Did the Expedition Go 2,Where Did the Expedition Go 2
PROPQUEST_INC_150157,This is Kyouchish fur. Kyouchish are elite Lycan warriors.,This is Kyouchish fur. Kyouchish are elite Lycan warriors.
PROPQUEST_INC_150158,"It seems they attacked and wiped out the remaining members of that expedition. Since their territory was invaded by that large group, they’re probably still on high alert around there.","It seems they attacked and wiped out the remaining members of that expedition. Since their territory was invaded by that large group, they’re probably still on high alert around there."
PROPQUEST_INC_150159,"If you defeat some Small Kyouchish and bring back any written orders or notes, I’ll translate them for you.","If you defeat some Small Kyouchish and bring back any written orders or notes, I’ll translate them for you."
PROPQUEST_INC_150160,Do you have a better lead than this?,Do you have a better lead than this?
PROPQUEST_INC_150161,"You remember the place, right?","You remember the place, right?"
PROPQUEST_INC_150162,"Ah, you got it. Let me see…","Ah, you got it. Let me see…"
PROPQUEST_INC_150163,Kill 25 Small Kyouchish and get 1 Lycan Operation Plan,Kill 25 Small Kyouchish and get 1 Lycan Operation Plan
PROPQUEST_INC_150164,Investigation Begins,Investigation Begins
PROPQUEST_INC_150165,"Hmm, this won’t take long. In the meantime, how about hunting some Kyouchish?","Hmm, this won’t take long. In the meantime, how about hunting some Kyouchish?"
PROPQUEST_INC_150166,They’re near the enemy camp.,They’re near the enemy camp.
PROPQUEST_INC_150167,"If you don’t feel like it, I won’t force you. Come back if you change your mind.","If you don’t feel like it, I won’t force you. Come back if you change your mind."
PROPQUEST_INC_150168,It’s best to finish this quickly. I’ll have the translation ready when you return.,It’s best to finish this quickly. I’ll have the translation ready when you return.
PROPQUEST_INC_150169,"Back already? The translation’s done. Here, take it.","Back already? The translation’s done. Here, take it."
PROPQUEST_INC_150170,Kill 25 Kyouchish,Kill 25 Kyouchish
PROPQUEST_INC_150171,The Expedition Is…,The Expedition Is…
PROPQUEST_INC_150172,"Did it say anything useful? Typical wolves—attack, pillage, and so on. Still, if it helps your search, that’s something.","Did it say anything useful? Typical wolves—attack, pillage, and so on. Still, if it helps your search, that’s something."
PROPQUEST_INC_150173,So now… you’re heading back? That’s something you’ll need to report.,So now… you’re heading back? That’s something you’ll need to report.
PROPQUEST_INC_150174,"Well, returning can wait.","Well, returning can wait."
PROPQUEST_INC_150175,I’ll inform the villagers so you can use our village freely afterward. Safe travels.,I’ll inform the villagers so you can use our village freely afterward. Safe travels.
PROPQUEST_INC_150176,"Oh, you’re back. How was the village?","Oh, you’re back. How was the village?"
PROPQUEST_INC_150177,The Truth,The Truth
PROPQUEST_INC_150178,So… the others… I’m the only survivor… sniff… Are you going back to Saint City?,So… the others… I’m the only survivor… sniff… Are you going back to Saint City?
PROPQUEST_INC_150179,"Please tell them I’m alive. I’ll join the second expedition when they arrive and return home. I don’t want to stay in this land any longer. I know it’s a lot to ask, but… could you avenge my fallen comrades before you leave for Madrigal?","Please tell them I’m alive. I’ll join the second expedition when they arrive and return home. I don’t want to stay in this land any longer. I know it’s a lot to ask, but… could you avenge my fallen comrades before you leave for Madrigal?"
PROPQUEST_INC_150180,"I heard a particularly loud howl. Everything went quiet afterward, so I’m sure that was their leader. Can you defeat him?","I heard a particularly loud howl. Everything went quiet afterward, so I’m sure that was their leader. Can you defeat him?"
PROPQUEST_INC_150181,"Oh… I see. I guess it can’t be helped. Never mind, then.","Oh… I see. I guess it can’t be helped. Never mind, then."
PROPQUEST_INC_150182,The howl came from that direction. I doubt it went far.,The howl came from that direction. I doubt it went far.
PROPQUEST_INC_150183,"Ah, you’re back. So, was there really a new continent?","Ah, you’re back. So, was there really a new continent?"
PROPQUEST_INC_150184,Kill 10 Captain Kyouchish,Kill 10 Captain Kyouchish
PROPQUEST_INC_150185,Report,Report
PROPQUEST_INC_150186,"There was? Then… did you find any trace of the expedition? My gods… what a disaster. At least there’s one survivor. For now, we must keep this quiet.","There was? Then… did you find any trace of the expedition? My gods… what a disaster. At least there’s one survivor. For now, we must keep this quiet."
PROPQUEST_INC_150187,"We can’t hide it forever, of course, but if we reveal it now, everything we’re planning will collapse. I’ll make an official announcement when we begin recruiting for the second expedition. Did you meet the Strange Collector?","We can’t hide it forever, of course, but if we reveal it now, everything we’re planning will collapse. I’ll make an official announcement when we begin recruiting for the second expedition. Did you meet the Strange Collector?"
PROPQUEST_INC_150188,"Please tell them I’m alive. I’ll join the second expedition when they arrive and return home. I don’t want to stay in this land any longer. I know it’s a lot to ask, but… could you avenge my fallen comrades before you leave for Madrigal?","Please tell them I’m alive. I’ll join the second expedition when they arrive and return home. I don’t want to stay in this land any longer. I know it’s a lot to ask, but… could you avenge my fallen comrades before you leave for Madrigal?"
PROPQUEST_INC_150189,He’s waiting for you. You should go see him.,He’s waiting for you. You should go see him.
PROPQUEST_INC_150190,"He’s your employer, after all. You’re probably exhausted from flying and fighting, but shouldn’t you visit him?","He’s your employer, after all. You’re probably exhausted from flying and fighting, but shouldn’t you visit him?"
PROPQUEST_INC_150191,He’s still at his usual place. You know where that is.,He’s still at his usual place. You know where that is.
PROPQUEST_INC_150192,You’re back. Good. I can sense good news.,You’re back. Good. I can sense good news.
PROPQUEST_INC_150193,Back to the New World,Back to the New World
PROPQUEST_INC_150194,"I was certain, but… to think my research really was correct. I’d love to visit that continent myself, but I need to stay here and handle preparations. Can you go ahead and investigate further?","I was certain, but… to think my research really was correct. I’d love to visit that continent myself, but I need to stay here and handle preparations. Can you go ahead and investigate further?"
PROPQUEST_INC_150195,Thank you. I hope we meet again there soon.,Thank you. I hope we meet again there soon.
PROPQUEST_INC_150196,"You know you’re the only one suited for this. If you change your mind, let me know. I’ll make it worth your while.","You know you’re the only one suited for this. If you change your mind, let me know. I’ll make it worth your while."
PROPQUEST_INC_150197,You’re still here… When do you think you’ll leave?,You’re still here… When do you think you’ll leave?
PROPQUEST_INC_150198,Back again? What’s going on this time?,Back again? What’s going on this time?
PROPQUEST_INC_150199,Chapter 3 Prelude,Chapter 3 Prelude
PROPQUEST_INC_150200,Meeting with Elders,Meeting with Elders
PROPQUEST_INC_150201,Oh? You want to know more about us?,Oh? You want to know more about us?
PROPQUEST_INC_150202,"Then you should speak with the jarl or one of the elders. They’ve lived long and know our history well. However, it won’t be easy for an outsider to meet the jarl. I’ll introduce you to my superior, one of the elders. I’ll tell him in advance so you can go straight to him.","Then you should speak with the jarl or one of the elders. They’ve lived long and know our history well. However, it won’t be easy for an outsider to meet the jarl. I’ll introduce you to my superior, one of the elders. I’ll tell him in advance so you can go straight to him."
PROPQUEST_INC_150203,Well… you could try finding them on your own too.,Well… you could try finding them on your own too.
PROPQUEST_INC_150204,"The elder is busy, so if you want to meet him quickly, you should hurry.","The elder is busy, so if you want to meet him quickly, you should hurry."
PROPQUEST_INC_150205,"So, you’re the one the captain mentioned.","So, you’re the one the captain mentioned."
PROPQUEST_INC_150206,Meet with [Elder] Melak,Meet with [Elder] Melak
PROPQUEST_INC_150207,Help Muran!,Help Muran!
PROPQUEST_INC_150208,"I don’t mind telling you about our village, but I have a favor to ask first.","I don’t mind telling you about our village, but I have a favor to ask first."
PROPQUEST_INC_150209,"As you know, we Muran are at war with the Lycans, and we’re badly outnumbered. I’ve heard you’ve already defeated quite a few of them. While you’re here, I’d like you to support our young warriors.","As you know, we Muran are at war with the Lycans, and we’re badly outnumbered. I’ve heard you’ve already defeated quite a few of them. While you’re here, I’d like you to support our young warriors."
PROPQUEST_INC_150210,"If you have more urgent matters, I understand. You can return when you’re free.","If you have more urgent matters, I understand. You can return when you’re free."
PROPQUEST_INC_150211,We can continue our talk afterwards.,We can continue our talk afterwards.
PROPQUEST_INC_150212,You’ve done an incredible job.,You’ve done an incredible job.
PROPQUEST_INC_150213,Complete 30 daily quests in Eillun Town,Complete 30 daily quests in Eillun Town
PROPQUEST_INC_150214,Where Is the Mole,Where Is the Mole
PROPQUEST_INC_150215,"Thanks to you, life in the village—and even the war—has become a bit more manageable. I should answer your questions as thanks, but… I have one more thing to ask.","Thanks to you, life in the village—and even the war—has become a bit more manageable. I should answer your questions as thanks, but… I have one more thing to ask."
PROPQUEST_INC_150216,"We suspect there’s a Lycan spy in a high position. Our operations keep getting sabotaged, and supplies for one squad were stolen. Can you investigate and, if possible, get them back?","We suspect there’s a Lycan spy in a high position. Our operations keep getting sabotaged, and supplies for one squad were stolen. Can you investigate and, if possible, get them back?"
PROPQUEST_INC_150217,"I hate to burden you, but there’s no one else I can trust with this.","I hate to burden you, but there’s no one else I can trust with this."
PROPQUEST_INC_150218,"The last known location was here. If they’re acting as they usually do, they shouldn’t be far.","The last known location was here. If they’re acting as they usually do, they shouldn’t be far."
PROPQUEST_INC_150219,He… he was the spy?,He… he was the spy?
PROPQUEST_INC_150220,Get 50 Stolen Supplies and 1 Secret Letter,Get 50 Stolen Supplies and 1 Secret Letter
PROPQUEST_INC_150221,Hunt the Mole,Hunt the Mole
PROPQUEST_INC_150222,"We had reports that he left the village in a hurry, but… to think a village elder would betray us. It’s tragic, but we don’t have enough soldiers to both defend the village and track him. Could you do it?","We had reports that he left the village in a hurry, but… to think a village elder would betray us. It’s tragic, but we don’t have enough soldiers to both defend the village and track him. Could you do it?"
PROPQUEST_INC_150223,"If possible, bring him back alive. If not… eliminate him. Smaller Kanonicus were carrying stolen supplies and a secret letter. He should still be nearby.","If possible, bring him back alive. If not… eliminate him. Smaller Kanonicus were carrying stolen supplies and a secret letter. He should still be nearby."
PROPQUEST_INC_150224,"Right now, you’re the only one who can move freely. We’ll be waiting.","Right now, you’re the only one who can move freely. We’ll be waiting."
PROPQUEST_INC_150225,"We must make an example of this traitor, or the village won’t be safe for long. Please, see it through.","We must make an example of this traitor, or the village won’t be safe for long. Please, see it through."
PROPQUEST_INC_150226,"You did well. Here, I’ve compiled what you were looking for. Take your time reading it—you’ll learn plenty about our history.","You did well. Here, I’ve compiled what you were looking for. Take your time reading it—you’ll learn plenty about our history."
PROPQUEST_INC_150227,Kill [Elder] Traitus,Kill [Elder] Traitus
PROPQUEST_INC_150228,About Muran,About Muran
PROPQUEST_INC_150229,"Thinking of all the chaos that traitor caused… honestly. Anyway, it seems your name has spread. A lot of people around the village have been asking to meet you. Once you’re done with your own business, why not visit them?","Thinking of all the chaos that traitor caused… honestly. Anyway, it seems your name has spread. A lot of people around the village have been asking to meet you. Once you’re done with your own business, why not visit them?"
PROPQUEST_INC_150230,"Of course, take care of your matters first.","Of course, take care of your matters first."
PROPQUEST_INC_150231,Hmm… you have more admirers in the village than you realize.,Hmm… you have more admirers in the village than you realize.
PROPQUEST_INC_150232,I’ve narrowed it down to three or four people for now.,I’ve narrowed it down to three or four people for now.
PROPQUEST_INC_150233,"Oh, so you’ve learned something about the natives? A book written by the village elder himself… May I see it? I see… very nice work. If you learn anything else, be sure to share it.","Oh, so you’ve learned something about the natives? A book written by the village elder himself… May I see it? I see… very nice work. If you learn anything else, be sure to share it."
PROPQUEST_INC_150234,Bring “All About Muran!” to the Strange Collector,Bring “All About Muran!” to the Strange Collector
PROPQUEST_INC_150235,Chapter 4 Climax,Chapter 4 Climax
PROPQUEST_INC_150236,An Incident! 1,An Incident! 1
PROPQUEST_INC_150237,"Ah, you’re the adventurer who’s been helping us. Even though we’re at war, the village itself has always been peaceful… but lately, something feels wrong.","Ah, you’re the adventurer who’s been helping us. Even though we’re at war, the village itself has always been peaceful… but lately, something feels wrong."
PROPQUEST_INC_150238,"We’ve heard strange howls, and there are unusual claw marks on the trees in town. If you have time, could you help us investigate?","We’ve heard strange howls, and there are unusual claw marks on the trees in town. If you have time, could you help us investigate?"
PROPQUEST_INC_150239,It looks like those Kanonicus have come too close to the village. Could you deal with them?,It looks like those Kanonicus have come too close to the village. Could you deal with them?
PROPQUEST_INC_150240,"If it’s too much trouble, I’ll try to find someone else.","If it’s too much trouble, I’ll try to find someone else."
PROPQUEST_INC_150241,"Their usual gathering spot is the place I mentioned earlier. If you head that way, you should find something.","Their usual gathering spot is the place I mentioned earlier. If you head that way, you should find something."
PROPQUEST_INC_150242,"Thank you for your hard work. But… even after thinning their numbers, the reports keep coming.","Thank you for your hard work. But… even after thinning their numbers, the reports keep coming."
PROPQUEST_INC_150243,Kill 30 Kanonicus,Kill 30 Kanonicus
