Key,English,Thai
UI_KALGAS_ASSAULT_REVIVAL_DEFAULT,Free Revive,Free Revive
UI_KALGAS_ASSAULT_REVIVAL_GOLD,Revive Now (Gold Coin x%d),Revive Now (Gold Coin x%d)
UI_KALGAS_ASSAULT_REVIVAL_SILVER,Revive Now (Silver Coin),Revive Now (Silver Coin)
UI_KALGAS_ASSAULT_TIMER_KALGAS,Time until Kalgas appears,Time until Kalgas appears
UI_KALGAS_ASSAULT_TIMER_END,Time until Kalgas Assault ends,Time until Kalgas Assault ends
UI_KALGAS_ASSAULT_UNFULFILLED_PLAY_TIME,You did not participate long enough to qualify for rewards or rankings.,You did not participate long enough to qualify for rewards or rankings.
UI_KALGAS_ASSAULT_WINNER,Congratulations. %s Team Wins!,Congratulations. %s Team Wins!
UI_KALGAS_ASSAULT_DRAW,The winner could not be decided.,The winner could not be decided.
UI_KALGAS_ASSAULT_RETURN_COUNT,You will be moved to town in %d seconds.,You will be moved to town in %d seconds.
UI_BLACK,Black,Black
UI_WHITE,White,White
UI_DRAW,Draw,Draw
UI_KALGAS_ASSAULT_READY,Kalgas Assault is about to start!,Kalgas Assault is about to start!
UI_KALGAS_ASSAULT_ENTRY_CLOSE_REMAINING,Kalgas Assault entry will close in %d minutes.,Kalgas Assault entry will close in %d minutes.
UI_KALGAS_ASSAULT_PLAY_START_REMAINING,Kalgas Assault will start in %d minutes.,Kalgas Assault will start in %d minutes.
UI_RAINBOWRACE_TEAMSELECTION_DESC,"You can form a team with a friend or a random player to compete in the race.\n\nOnce you select a team, it cannot be changed or canceled. Choose carefully.","You can form a team with a friend or a random player to compete in the race.\n\nOnce you select a team, it cannot be changed or canceled. Choose carefully."
UI_RAINBOWRACE_RANDOMMATCHING,Random Match,Random Match
UI_RAINBOWRACE_TEAMWITHFRIEND,Team Up with a Friend,Team Up with a Friend
UI_RAINBOWRACE_TEAMINVITATION,Invite Friend,Invite Friend
UI_RAINBOWRACE_FRIEND_LEVEL,Level,เลเวล
UI_RAINBOWRACE_FRIEND_NAME,Name,ชื่อ
UI_RAINBOWRACE_FRIEND_APPLICATION,Application,Application
UI_RAINBOWRACE_INVITATION_CONFIRM,Participate in Rainbow Race Duo (%s) with %s? The application fee is %lld Penya.,Participate in Rainbow Race Duo (%s) with %s? The application fee is %lld Penya.
UI_RAINBOWRACE_ITEM,Item,Item
UI_RAINBOWRACE_SPEED,Speed,Speed
UI_RAINBOWRACE_TEAM_INVITATION,%s invites you to participate in the Rainbow Race (Duo Team - %s).\nThe application fee is %lld Penya\nAccept?,%s invites you to participate in the Rainbow Race (Duo Team - %s).\nThe application fee is %lld Penya\nAccept?
UI_RAINBOWRACE_INDIV_REGISTERED,You have registered for Rainbow Race (Individual - %s).\nYou have spent %lld Penya.,You have registered for Rainbow Race (Individual - %s).\nYou have spent %lld Penya.
UI_RAINBOWRACE_TEAM_REGISTERED_RANDOM,You have registered for Rainbow Race (Duo Team - %s).\nYou have spent %lld Penya.,You have registered for Rainbow Race (Duo Team - %s).\nYou have spent %lld Penya.
UI_RAINBOWRACE_TEAM_REGISTERED,You have registered for Rainbow Race (Duo Team - %s) with %s.\nYou have spent %lld Penya.,You have registered for Rainbow Race (Duo Team - %s) with %s.\nYou have spent %lld Penya.
UI_RAINBOWRACE_TITLE,Rainbow Race,Rainbow Race
UI_INVENTORY_ACTION_EQUIP_LEFT,Equip (L),Equip (L)
UI_FITTINGROOM_RESETEQUIPMENT,Reset Equipment,Reset Equipment
UI_KALGAS_ASSAULT_RANK_NODATA,No participation information,No participation information
UI_QUEST_ATTENDANCE,Playtime Minutes #cffc32f07#b%d/%d#nb#nc,Playtime Minutes #cffc32f07#b%d/%d#nb#nc
UI_QUEST_HOUSING,Housing Entry Count #cffc32f07#b%d/%d#nb#nc,Housing Entry Count #cffc32f07#b%d/%d#nb#nc
UI_CHATFILTER_TEAM,Team,Team
UI_CHAT_TEAM_TIP,Send messages to your team members.,Send messages to your team members.
UI_BATTLEPASS_MISSION_VISIT_FRIENDS_HOUSE,Visit a Friend's House,Visit a Friend's House
UI_BATTLEPASS_MISSION_ENTER_INSTANCE_DUNGEON,Enter an Instanced Dungeon,Enter an Instanced Dungeon
UI_BATTLEPASS_MISSION_HOUSING_BOOK_LIKE,Visit a Friend's House and Press the Heart Button,Visit a Friend's House and Press the Heart Button
UI_TOOLTIP_FLYSPEEDRATE,Flying Speed,Flying Speed
UI_TOOLTIP_DEATHEXPLOSSDEC,Experience Loss Reduction,Experience Loss Reduction
UI_TOOLTIP_REVIVEHP,HP Restored on Revive,HP Restored on Revive
UI_TOOLTIP_REVIVEMP,MP Restored on Revive,MP Restored on Revive
UI_TOOLTIP_REVIVEFP,FP Restored on Revive,FP Restored on Revive
UI_TOOLTIP_UPGRADENORMAL,Weapon/Armor Upgrade Chance,Weapon/Armor Upgrade Chance
UI_TOOLTIP_UPGRADEACCESSORY,Accessory Upgrade Chance,Accessory Upgrade Chance
UI_TOOLTIP_UPGRADEPIERCING,Piercing Chance,Piercing Chance
UI_TOOLTIP_HOUSINGARTIFACT_HPRATE,Battle Artifact HP,Battle Artifact HP
UI_TOOLTIP_HOUSINGARTIFACT_DEFRATE,Battle Artifact DEF,Battle Artifact DEF
UI_TOOLTIP_HOUSINGARTIFACT_RECOVERYRATE,Battle Artifact Recovery,Battle Artifact Recovery
UI_TOOLTIP_PVPBLOCK_PENETRATION,PvP Block Penetration,PvP Block Penetration
UI_TOOLTIP_VENDORSHOP_DAY,Added Vendor Shop Day(s),Added Vendor Shop Day(s)
UI_TOOLTIP_PARTYEXP_RATE,Party EXP,Party EXP
UI_TOOLTIP_HOUSINGARTIFACT_NEAR_HP,Guild Member HP Near Artifact,Guild Member HP Near Artifact
UI_TOOLTIP_HOUSINGARTIFACT_NEAR_ATKRATE,Guild Member ATK Near Artifact,Guild Member ATK Near Artifact
UI_TOOLTIP_HOUSINGARTIFACT_NEAR_DEFRATE,Guild Member DEF Near Artifact,Guild Member DEF Near Artifact
UI_TOOLTIP_HOUSINGARTIFACT_ATKSPEED,Guild Member Attack Speed Near Artifact,Guild Member Attack Speed Near Artifact
UI_TOOLTIP_HOUSINGARTIFACT_NEAR_SPELLRATE,Guild Member Casting Speed Near Artifact,Guild Member Casting Speed Near Artifact
UI_TOOLTIP_PVPBLOCK_RATE,PvP Melee/Range Block,PvP Melee/Range Block
UI_TOOLTIP_PVPCRITICALBONUS,PvP Critical Damage,PvP Critical Damage
UI_TOOLTIP_PVPCRITICALCHANCE,PvP Critical Chance,PvP Critical Chance
UI_TOOLTIP_PENYA_RATE,Penya Drop Bonus,Penya Drop Bonus
UI_OPTION_UNDERWATER,Underwater Effect,Underwater Effect
UI_REVIVAL_LODELIGHT_CONFIRM,Resurrect at Lodelight?,Resurrect at Lodelight?
UI_REVIVAL_LODESTAR_CONFIRM,Resurrect at Lodestar?,Resurrect at Lodestar?
UI_CASHSHOP_CONFIRM_MSG_CMT,Purchase %dx %s (x%d) for %s?,Purchase %dx %s (x%d) for %s?
UI_BATTLEPASS_MISSION_HOUSING_BOOK_WRITE,Write in a Friend's House Guestbook,Write in a Friend's House Guestbook
UI_PURCHASE_INAPP_SUCCESS,Purchase was successful!,Purchase was successful!
UI_PURCHASE_INAPP_CANCELED,Purchase has been cancelled.,Purchase has been cancelled.
UI_PURCHASE_INAPP_ERROR,An error occurred. The purchase could not be completed.,An error occurred. The purchase could not be completed.
UI_TOOLTIP_MAGIC_CLOCK,Number of uses today: %d,Number of uses today: %d
UI_BATTLEPASS_MISSION_UPGRADE_GEAR_OR_ACC,Upgrade a Piece of Gear or an Accessory to +%s or Higher,Upgrade a Piece of Gear or an Accessory to +%s or Higher
UI_ACHIEVEMENTS_TITLE_TARGETMONSTERS,Monster(s) to kill,Monster(s) to kill
UI_REVIVAL_INSTANT_CONFIRM,Use the Scroll of Resurrection to resurrect yourself?,Use the Scroll of Resurrection to resurrect yourself?
UI_EVENT_ITEM_UPGRADE_MATERIAL,Catalyst,Catalyst
UI_OPTION_ACCOUNT_MANAGE_NOTIFICATIONS,Manage notifications,Manage notifications
UI_OPTION_ACCOUNT_MANAGE_PRIVACY,Manage privacy,Manage privacy
UI_OPTION_ACCOUNT_TOS,Terms of Service,Terms of Service
UI_OPTION_ACCOUNT_PRIVACY,Privacy Policy,นโยบายความเป็นส่วนตัว
UI_OPTION_ACCOUNT_MEMBERSHIP_WITHDRAWAL,Membership Withdrawal,Membership Withdrawal
UI_OPTION_ACCOUNT_CUSTOMER_CENTER,Customer Center,Customer Center
UI_SERVICE_AGREEMENT_TITLE,Service agreement,Service agreement
UI_SERVICE_AGREEMENT_BIRTHDATE,(Required) Please enter your date of birth,(Required) Please enter your date of birth
UI_SERVICE_AGREEMENT_ACCEPT_TERMS,I agree to the Terms of Service and acknowledge that I have read and understood the Privacy Policy,I agree to the Terms of Service and acknowledge that I have read and understood the Privacy Policy
UI_SERVICE_AGREEMENT_ACCEPT_TERMS_AGREE,(Required) I agree,(Required) I agree
UI_SERVICE_AGREEMENT_TERMSOFSERVICE,Check the Terms of Service,Check the Terms of Service
UI_SERVICE_AGREEMENT_PRIVACY_POLICY,Check the Privacy Policy,Check the Privacy Policy
UI_SERVICE_AGREEMENT_ADVERTISEMENTS,(Optional) I agree to receive advertisements and updates about Flyff Universe and related services published on Flyff Universe,(Optional) I agree to receive advertisements and updates about Flyff Universe and related services published on Flyff Universe
UI_SERVICE_AGREEMENT_NOTIFICATIONS,In-app push notifications,In-app push notifications
UI_SERVICE_AGREEMENT_EMAIL,Email,Email
UI_SERVICE_AGREEMENT_PHONE,Phone,Phone
UI_SERVICE_AGREEMENT_CALIFORNIA_RESIDENT,Are you a California resident?,Are you a California resident?
UI_SERVICE_AGREEMENT_ZIPCODE,ZIPCODE,ZIPCODE
UI_SERVICE_AGREEMENT_CALIFORNIA_PRIVACY,Check the California Privacy Statement,Check the California Privacy Statement
UI_SERVICE_AGREEMENT_AGREE_ALL,Agree All,Agree All
UI_SERVICE_AGREEMENT_ERROR_TITLE,Agreement error,Agreement error
UI_SERVICE_AGREEMENT_ERROR_BIRTH,Please enter a valid date of birth.,Please enter a valid date of birth.
UI_SERVICE_AGREEMENT_ERROR_AGE,You must be at least 16 years old to play the game.,You must be at least 16 years old to play the game.
UI_SERVICE_AGREEMENT_ERROR_TERMS,You must read and accept the terms of service and privacy policy to continue.,You must read and accept the terms of service and privacy policy to continue.
UI_SERVICE_AGREEMENT_ERROR_ZIPCODE,Please enter a valid zip code.,Please enter a valid zip code.
UI_ROLL_AND_MOVE_START,START,START
UI_ROLL_AND_MOVE_ROLLBTN,Roll the dice,Roll the dice
UI_ROLL_AND_MOVE_COMPLETIONREWARD,Completion Reward,Completion Reward
UI_TRADE_LOG_PUT,Added,Added
UI_TRADE_LOG_PULL,Removed,Removed
UI_TRADE_LOG_CONFIRM,Confirmed the trade.,Confirmed the trade.
UI_TRADE_LOG_ACCEPT,Accepted the trade.,Accepted the trade.
UI_TRADE_LIST_VIEW,Toggle list view,Toggle list view
UI_COUPON_TITLE,Coupon,Coupon
UI_COUPON_ENTER,Please enter your coupon code.,Please enter your coupon code.
UI_COUPON_CODE,Coupon Code,Coupon Code
UI_COUPON_DESCRIPTION,Coupon codes look like the following:\n    AAAA-BBBB-CCCC-DDDD,Coupon codes look like the following:\n    AAAA-BBBB-CCCC-DDDD
UI_COUPON_CLAIM,Claim,ได้รับ
UI_COUPON_CODE_PAGE,Claim Coupon,Claim Coupon
UI_COUPON_LOGS_PAGE,Used Coupons,Used Coupons
UI_COUPON_LOGS_CODE,Code,Code
UI_COUPON_LOGS_USETIME,Used at,Used at
UI_COUPONGIFT_TITLE,Coupon Gift,Coupon Gift
UI_COUPONGIFT_NOTICE,"#cffff0000We have something for you!#nc\n\nThank you for playing the #b%s#nb version of Flyff Universe.\n\nAs a gift, we have sent you a coupon code to your post box.\nYou can redeem it from the #bEvents#nb menu at any time, on any server or character.\n\nEnjoy!","#cffff0000We have something for you!#nc\n\nThank you for playing the #b%s#nb version of Flyff Universe.\n\nAs a gift, we have sent you a coupon code to your post box.\nYou can redeem it from the #bEvents#nb menu at any time, on any server or character.\n\nEnjoy!"
UI_MENU_REMOVE_SHORTCUT,Unpin,Unpin
UI_MENU_SAVE,Save changes,Save changes
UI_MENU_EDIT,Edit pinned menu items,Edit pinned menu items
UI_MENU_FULL,You cannot pin any more menu items.,You cannot pin any more menu items.
UI_MENU_UNSPECIFIED,Unspecified,Unspecified
UI_OPTION_KEYREPEAT,Holding Keys,Holding Keys
UI_DELETEACCOUNT_TITLE,Delete Account,Delete Account
UI_DELETEACCOUNT_PASS,Password for deleting account\nEnter the password,Password for deleting account\nEnter the password
UI_DELETEACCOUNT_NOPASS,Do you confirm?,ยืนยันหรือไม่?
UI_DELETEACCOUNT_NOTICE,"When you withdraw your membership, all data will be deleted and you will not be able to use the service, restore your account, or receive a refund for any remaining paid items or currencies.","When you withdraw your membership, all data will be deleted and you will not be able to use the service, restore your account, or receive a refund for any remaining paid items or currencies."
UI_APP_SEARCHSHOP_TIP,Find items in Personal and Vendor shops.,Find items in Personal and Vendor shops.
UI_SEARCHSHOP_RARITY,Rarity,Rarity
UI_SEARCHSHOP_UPGRADE,Upgrade:,Upgrade:
UI_SEARCHSHOP_INCLUDEKEYWORK,Include Keyword,Include Keyword
UI_SEARCHSHOP_EXACTKEYWORK,Exact Keyword,Exact Keyword
UI_SEARCHSHOP_SORTDISTANCE,Distance to Shop,Distance to Shop
UI_SEARCHSHOP_NBITEMS,Total # of items: %d,Total # of items: %d
UI_SEARCHSHOP_NOSHOP,No shops match your search.,No shops match your search.
UI_PARTY_READY_CHECK,Ready,Ready
UI_PARTY_READY_CHECK_TIP,Start a ready check for the party,Start a ready check for the party
UI_PARTY_READY_CHECK_TEXT,Start a ready check for the party?,Start a ready check for the party?
UI_PARTY_READY_PROMPT,Are you ready?,คุณพร้อมไหม?
UI_PARTY_READY_INFO1,has not responded yet.,has not responded yet.
UI_PARTY_READY_INFO2,is ready!,is ready!
UI_PARTY_READY_INFO3,is not ready.,is not ready.
UI_PARTY_EDIT_NAME,Edit the party name,Edit the party name
UI_SEARCHSHOP_ITEMLEVEL_ASC,Item Level (1 - %d),Item Level (1 - %d)
UI_SEARCHSHOP_ITEMLEVEL_DESC,Item Level (%d - 1),Item Level (%d - 1)
UI_SEARCHSHOP_UPGRADELEVEL_ASC,Upgrade Level (0 - 20),Upgrade Level (0 - 20)
UI_SEARCHSHOP_UPGRADELEVEL_DESC,Upgrade Level (20 - 0),Upgrade Level (20 - 0)
UI_SEARCHSHOP_PLAYERNAME_ASC,Seller Name (A - Z),Seller Name (A - Z)
UI_SEARCHSHOP_PLAYERNAME_DESC,Seller Name (Z - A),Seller Name (Z - A)
UI_SEARCHSHOP_SHOPNAME_ASC,Shop Name (A - Z),Shop Name (A - Z)
UI_SEARCHSHOP_SHOPNAME_DESC,Shop Name (Z - A),Shop Name (Z - A)
UI_SEARCHSHOP_SELLER,Seller,Seller
UI_SEARCHSHOP_ITEMNAME_ASC,Item Name (A - Z),Item Name (A - Z)
UI_SEARCHSHOP_ITEMNAME_DESC,Item Name (Z - A),Item Name (Z - A)
UI_SEARCHSHOP_CHANNEL_ASC,Channel (1 - %u),Channel (1 - %u)
UI_SEARCHSHOP_CHANNEL_DESC,Channel (%u - 1),Channel (%u - 1)
UI_SEARCHSHOP_LOCATION,Show Location,Show Location
UI_SEARCHSHOP_MESSAGE,Message Seller,Message Seller
UI_SEARCHSHOP_TELEPORT,Teleport (%d / %d),Teleport (%d / %d)
UI_PURCHASE_INAPP_NOTICE,Notice,ประกาศ
UI_PURCHASE_INAPP_PURCHASE,Purchase,ซื้อ
UI_PURCHASE_INAPP_SELECT,Please select an offer to purchase.,Please select an offer to purchase.
UI_PURCHASE_INAPP_EMPTY,There are currently no offers available.,There are currently no offers available.
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_500_AOS,Offer Summary:\n    #cffc32f07#b500 fCoins#nb#nc,Offer Summary:\n    #cffc32f07#b500 fCoins#nb#nc
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_1000_AOS,"Purchase this offer and receive #b#u50 fCoins#nu#nb for free!\n\nOffer Summary:\n    #cffc32f07#b1,000 fCoins#nb#nc\n    +50 fCoins (Free)","Purchase this offer and receive #b#u50 fCoins#nu#nb for free!\n\nOffer Summary:\n    #cffc32f07#b1,000 fCoins#nb#nc\n    +50 fCoins (Free)"
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_2000_AOS,"Purchase this offer and receive #b#u150 fCoins#nu#nb for free!\n\nOffer Summary:\n    #cffc32f07#b2,000 fCoins#nb#nc\n    +150 fCoins (Free)","Purchase this offer and receive #b#u150 fCoins#nu#nb for free!\n\nOffer Summary:\n    #cffc32f07#b2,000 fCoins#nb#nc\n    +150 fCoins (Free)"
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_3000_AOS,"Purchase this offer and receive #b#u300 fCoins#nu#nb for free!\n\nOffer Summary:\n    #cffc32f07#b3,000 fCoins#nb#nc\n    +300 fCoins (Free)","Purchase this offer and receive #b#u300 fCoins#nu#nb for free!\n\nOffer Summary:\n    #cffc32f07#b3,000 fCoins#nb#nc\n    +300 fCoins (Free)"
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_5000_AOS,"Purchase this offer and receive #b#u625 fCoins#nu#nb for free!\n\nOffer Summary:\n    #cffc32f07#b5,000 fCoins#nb#nc\n    +625 fCoins (Free)","Purchase this offer and receive #b#u625 fCoins#nu#nb for free!\n\nOffer Summary:\n    #cffc32f07#b5,000 fCoins#nb#nc\n    +625 fCoins (Free)"
UI_PURCHASE_INAPP_OFFER_DESC_WCN_FU_FCOIN_10000_AOS,"Purchase this offer and receive #b#u1500 fCoins#nu#nb for free!\n\nOffer Summary:\n    #cffc32f07#b10,000 fCoins#nb#nc\n    +1,500 fCoins (Free)","Purchase this offer and receive #b#u1500 fCoins#nu#nb for free!\n\nOffer Summary:\n    #cffc32f07#b10,000 fCoins#nb#nc\n    +1,500 fCoins (Free)"
UI_EVENT_HALLOWEEN_2024,Halloween Pumpkin Hunt,Halloween Pumpkin Hunt
UI_PUMPKIN_HUNT,Halloween Pumpkin Hunt,Halloween Pumpkin Hunt
UI_PUMPKIN_HUNT_REWARD_TITLE,Completion Reward,Completion Reward
UI_PUMPKIN_HUNT_DESC,Pumpkins Destroyed,Pumpkins Destroyed
UI_SEARCHSHOP_PLAYERNAME,Player Name,Player Name
UI_PVPCONTEST_MANUALMATCH_TITLE,PvP Manual Match,PvP Manual Match
UI_PVPCONTEST_MANUALMATCH_PLAYERNAME,Name,ชื่อ
UI_PVPCONTEST_MANUALMATCH_INVITE1,Invite to Team 1,Invite to Team 1
UI_PVPCONTEST_MANUALMATCH_INVITE2,Invite to Team 2,Invite to Team 2
UI_PVPCONTEST_MANUALMATCH_INVITE3,Invite to Spectators,Invite to Spectators
UI_PVPCONTEST_MANUALMATCH_START,Start Match,Start Match
UI_PVPCONTEST_MANUALMATCH_TEAM1,Team 1,Team 1
UI_PVPCONTEST_MANUALMATCH_TEAM2,Team 2,Team 2
UI_PVPCONTEST_MANUALMATCH_OBSERVERS,Spectators,Spectators
UI_PVPCONTEST_MANUALMATCH_READY,Ready,Ready
UI_BATTLEPASS_BONUS,Bonus,Bonus
UI_MATOURNAMENT_RANKING_POINTS_TOOLTIP,Points,คะแนน
UI_MATOURNAMENT_RANKING_RANK,Rank,Rank
UI_MATOURNAMENT_RANKING_TEAMNAME,Team Name,Team Name
UI_MATOURNAMENT_RANKING_BACKUP_POINTS_TOOLTIP,Lives,Lives
UI_MATOURNAMENT_TYPE_PRELIMINARY,Preliminary,รอบแรก
UI_MATOURNAMENT_TYPE_BACKUP,Backup Match,Backup Match
UI_MATOURNAMENT_TYPE_FINAL16,Round of 16,Round of 16
UI_MATOURNAMENT_TYPE_QUATERFINAL,Quarter Final,Quarter Final
UI_MATOURNAMENT_TYPE_SEMIFINAL,Semi Final,Semi Final
UI_MATOURNAMENT_TYPE_THIRDPLACE,Third Place,Third Place
UI_MATOURNAMENT_TYPE_FINAL,Final,Final
UI_MATOURNAMENT_MATCH_RESULT_WIN,Win,Win
UI_MATOURNAMENT_MATCH_RESULT_LOSE,Lose,Lose
UI_MATOURNAMENT_MATCH_RESULT_DRAW,Draw,Draw
UI_MATOURNAMENT_MATCH_RESULT_NORECORD,You have no matches for this day.,You have no matches for this day.
UI_MATOURNAMENT_DAILY_RESULT_TYPE,Type: %s,Type: %s
UI_MATOURNAMENT_DAILY_RESULT_OTHERTEAM,Other Team: %s,Other Team: %s
UI_MATOURNAMENT_DAILY_RESULT_PLAYTIME,Play Time: %s,Play Time: %s
UI_MATOURNAMENT_DAILY_RESULT_RESULT,Result: %s,Result: %s
UI_MATOURNAMENT_CALENDAR_TODAY,(Today),(Today)
UI_MATOURNAMENT_WEEK_RESULT_NONE,NONE,NONE
UI_MATOURNAMENT_WEEK_RESULT_REGISTRATION,REG,REG
UI_MATOURNAMENT_WEEK_RESULT_PRELIMINARY,PRE,PRE
UI_MATOURNAMENT_WEEK_RESULT_FINAL16,FINAL 16,FINAL 16
UI_MATOURNAMENT_WEEK_RESULT_QUATERFINAL,FINAL 8,FINAL 8
UI_MATOURNAMENT_TITLE,Madrigal Tournament Registration Board,Madrigal Tournament Registration Board
UI_MATOURNAMENT_REGISTRATIONCOST,Registration fee:,ค่าใช้จ่ายในการลงทะเบียน:
UI_MATOURNAMENT_MAXPARTICIPATINGPLAYERS,Maximum players per team: ,ผู้เข้าร่วมสูงสุด:
UI_MATOURNAMENT_REGISTEREDGUILDS,Registered guilds (%d):,กิลด์ที่ลงทะเบียน (จำนวน: %d)
UI_MATOURNAMENT_REGISTER,Register,ลงทะเบียน
UI_MATOURNAMENT_INFO,"Get a chance to win great riches in the Madrigal Tournament!\nJoin individually or as a party. For party battles, you can register with a party of up to 4 players. Registration is available Monday through %s from 00:00:00 to %s.","Get a chance to win great riches in the Madrigal Tournament!\nJoin individually or as a party. For party battles, you can register with a party of up to 4 players. Registration is available Monday through %s from 00:00:00 to %s."
UI_MATOURNAMENT_REGISTEREDTEAMS,Registered teams (%d):,Registered teams (%d):
UI_MATOURNAMENT_JOINWAR_RANDOM,Random,สุ่ม
UI_MATOURNAMENT_JOINWAR_TITLE,Select Entry Zone,สถานที่ฟื้นคืนชีพ
UI_MATOURNAMENT_JOINWAR_1_TIP,You have entered zone 1.,คุณได้เข้าสู่พื้นที่เขตที่ 1 แล้ว
UI_MATOURNAMENT_JOINWAR_2_TIP,You have entered zone 2.,คุณได้เข้าสู่พื้นที่เขตที่ 2 แล้ว
UI_MATOURNAMENT_JOINWAR_3_TIP,You have entered zone 3.,คุณได้เข้าสู่พื้นที่เขตที่ 3 แล้ว
UI_MATOURNAMENT_JOINWAR_4_TIP,You have entered zone 4.,คุณได้เข้าสู่พื้นที่เขตที่ 4 แล้ว
UI_MATOURNAMENT_JOINWAR_SELECT,Select the zone you wish to enter.,เลือกพื้นที่ที่คุณต้องการเข้า
UI_MATOURNAMENT_JOINWAR_MSG,"In %d seconds, you will enter zone %s.","In %d seconds, you will enter zone %s."
UI_MATOURNAMENT_RANKING_TITLE,Madrigal Tournament Contest Ranking,Madrigal Tournament Contest Ranking
UI_MATOURNAMENT_RANKING_RANKING,Top 50 Ranking,Top 50 Ranking
UI_MATOURNAMENT_RANKING_FINALTOURNAMENT,Final Tournament,Final Tournament
UI_MATOURNAMENT_RANKING_BACKUP,Backup Match,Backup Match
UI_MATOURNAMENT_RANKING_CALENDAR,Schedule,Schedule
UI_MATOURNAMENT_RANKING_DESC,"This contains all the ranking data for the current Madrigal Tournament.\nIf only one team has showed up in the preliminary's ranking, then that means it had no opponent!","This contains all the ranking data for the current Madrigal Tournament.\nIf only one team has showed up in the preliminary's ranking, then that means it had no opponent!"
UI_MATOURNAMENT_REWARD_RANK,Rank,Rank
UI_MATOURNAMENT_REWARD_REWARD,Reward,รางวัล
UI_MATOURNAMENT_REWARD_GRADE_QUARTERFINAL,Quarter Finals,Quarter Finals
UI_MATOURNAMENT_REWARD_GRADE_FINAL16,Round of 16,Round of 16
UI_MATOURNAMENT_REWARD_GRADE_PARTICIPATION,Participation,Participation
UI_MATOURNAMENT_REWARD_TITLE,Madrigal Tournament Reward,Madrigal Tournament Reward
UI_MATOURNAMENT_REGISTRATION_MINLEVEL,Minimum participant level:,Minimum participant level:
UI_MSGBOX_RECIEVE,Receive,Receive
UI_MATOURNAMENT_RANKING_CALENDAR_INFO,Match results and participation history for the Madrigal Tournament for this week and the previous three weeks.\nClick a date to view match details for that day.,Match results and participation history for the Madrigal Tournament for this week and the previous three weeks.\nClick a date to view match details for that day.
UI_MATOURNAMENT_RANKING_TOP50_INFO,Top 50 ranked teams in the Madrigal Tournament and their points. The top 16 teams advance to the finals.,Top 50 ranked teams in the Madrigal Tournament and their points. The top 16 teams advance to the finals.
UI_MATOURNAMENT_RANKING_TOURNAMENT_INFO,Finals bracket for the Madrigal Tournament. The top 16 teams are seeded by ranking. Teams without an opponent advance by forfeit.,Finals bracket for the Madrigal Tournament. The top 16 teams are seeded by ranking. Teams without an opponent advance by forfeit.
UI_MATOURNAMENT_BETTING_TITLE,Madrigal Tournament Bidding,Madrigal Tournament Bidding
UI_MATOURNAMENT_BETTING_DESC,"Place bids in the Madrigal Tournament and view the current top bids.\nYou can place a bid on only one team, and the bid amount can be increased at any time.\nBidding closes on %s %s. The expected payout is shown if the bid is successful.","Place bids in the Madrigal Tournament and view the current top bids.\nYou can place a bid on only one team, and the bid amount can be increased at any time.\nBidding closes on %s %s. The expected payout is shown if the bid is successful."
UI_MATOURNAMENT_BETTING_RANK,Rank,Rank
UI_MATOURNAMENT_BETTING_GOLD,Penya,Penya
UI_MATOURNAMENT_BETTING_DATE,Last Date,Last Date
UI_MATOURNAMENT_BETTING_WARNING,Enter the bid amount.,Enter the bid amount.
UI_MATOURNAMENT_BETTING_BETTINGGOLD,Betting Penya,Betting Penya
UI_MATOURNAMENT_BETTING_NOREWARD,None,ไม่มี
UI_ULTIMATE_JEWEL_REMOVE_TITLE,Remove Ultimate Jewel,Remove Ultimate Jewel
UI_ULTIMATE_JEWEL_REMOVE_OK,Remove,ลบ
UI_ULTIMATE_JEWEL_REMOVE_MSG,"Remove the selected ultimate jewel from this item? #b#cffff0000Without Jewel Tweezers, the jewel will be destroyed.#nc#nb","Remove the selected ultimate jewel from this item? #b#cffff0000Without Jewel Tweezers, the jewel will be destroyed.#nc#nb"
UI_ULTIMATE_JEWEL_COMPOSE_TITLE,Fuse Ultimate Gems,Fuse Ultimate Gems
UI_ULTIMATE_JEWEL_REGISTER,Insert ultimate gems to use as materials.,Insert ultimate gems to use as materials.
UI_ULTIMATE_JEWEL_INFO,Fuse 3 to 6 ultimate gems to receive 1 higher-grade ultimate gem.,Fuse 3 to 6 ultimate gems to receive 1 higher-grade ultimate gem.
UI_ULTIMATE_JEWEL_CONFIRM,The material gems will be consumed.\nProceed?,The material gems will be consumed.\nProceed?
UI_ULTIMATE_JEWEL_COMPOSE_PROB,Success: #b%s#nb,สำเร็จ: #b%s#nb
UI_ULTIMATE_JEWEL_UPGRADE_TITLE,Create Ultimate Gem,Create Ultimate Gem
UI_UPGRADE_ULTIMATE_JEWEL_REGISTER,Insert Ultimate Jewel Gemstone materials.,Insert Ultimate Jewel Gemstone materials.
