Key,English,Russian
NPC_100097,"My name is Rankashu, and my ancestors have lived in the mountains of Darkon long before you creatures ever showed up. And no.. I am not one of those stuck up High-Dwarpets.","Меня зовут Ранкашу, и мои предки жили в горах Даркона задолго до того, как вы, существа, здесь появились. И нет.. Я не из тех зазнавшихся Высоких Дворпетов."
NPC_100098,My people are all gone.. I am alone here.,Мой народ исчез.. Я остался один.
NPC_100099,I have lived here for what feels like an eternity collecting materials that may one day save Madrigal.,"Я живу здесь целую вечность, собирая материалы, которые однажды спасут Мадригал."
NPC_100100,No one should be here.. leave before you are killed.,"Здесь никто не должен быть.. Уходи, пока не убил."
NPC_100101,"My name is Rankashin.. I have lived here for many years now. Long ago I helped build a powerful weapon, but in the end it was turned against us..","Меня зовут Ранкашин.. Я живу здесь много лет. Давным-давно я помог создать мощное оружие, но в конце концов оно было обращено против нас.."
NPC_100102,May the Clockworks War never be forgotten!,Пусть Война Часонизма никогда не будет забыта!
NPC_100103,"Hi I am Kebaras Pang, the strongest of the Pang brothers. We manage the Lodelights.","Привет, я Кебарас Панг, самый сильный из братьев Панг. Мы управляем Маяками Жизни."
NPC_100104,Cursed Symbol,Проклятый символ
NPC_100105,"I can feel the dark power radiating from your bag.. you have one of the symbols of corruption, don't you? Hand it to me if you don't mind.","Я чувствую тёмную силу, исходящую от твоего рюкзака.. У тебя есть один из символов разложения, да? Отдай его мне, если не против."
NPC_100106,Give the Symbol,Отдать Символ
NPC_100107,"The past few years have felt like a blur to me. I wrote this letter to an old friend, but I can't remember who..","Прошлые годы — сплошная пелена. Я написал это письмо старому другу, но не помню, кто он.."
NPC_100108,IDS_Hael_Letter,IDS_Hael_Letter
NPC_100109,"Though Hael has gained back some memories of his past, it saddens me that he has forgotten so much. Thank you for bringing me his letter.","Хотя Хель вспомнил кое-что из прошлого, мне грустно, что он позабыл так много. Спасибо, что привёз его письмо."
NPC_100110,Give Letter,Отдать Письмо
NPC_100111,This letter is fascinating.. apparently Hael began to lose his memory after a series of strange encounters with odd creatures along his travels. And look.. there's a map here.,"Это письмо просто завораживает.. похоже, Хель начал забывать всё после серии странных встреч с неизвестными существами. И смотрите.. Тут карта."
NPC_100112,You are a rare specimen. Not like other humans I see. Speak with me once more and I will show you a secret..,"Ты — редкое явление. Не похож на тех людей, которых я видел. Поговори со мной ещё раз, и я покажу тебе тайну.."
NPC_100113,"Wow, you found my favorite trinket! If you had a map, I could show you where something special is hidden..","Вау, ты нашёл мою любимую безделушку! Если бы у тебя была карта, я мог бы показать тебе, где спрятана кое-что особенное.."
NPC_100114,I love rare trinkets! My favorite trinket drops from a cute one-eyed bat..,Я обожаю редкие безделушки! Моя любимая выпадает из милого одноглазого летучего мыши..
NPC_100115,You've been touched by an incredible amount of purple magic. It's good that you found me before you became one of them..,"Тебя коснулось невероятное количество фиолетовой магии. Хорошо, что ты нашёл меня раньше, чем стал одним из них.."
NPC_100116,"It's not too late to save your mind of corruption, but we must act quickly. To cleanse shade's aura from your body I'll need a stone blessed by angels and a powerful elixir that can cure disease.","Пока не поздно спасти твой разум от порчи, но действовать нужно быстро. Чтобы очистить тельце от ауры Тени, мне понадобится камень, благословлённый ангелами, и мощное эликсир, исцеляющий болезни."
NPC_100117,"Ah! You've brought everything needed to cleanse the evil from your body, just in time, too! In fact, there's enough here to create a second elixir of cleansing.. perhaps it will be useful in your travels.","Ах! Ты принёс всё необходимое, чтобы очистить злых из своего тела, и даже вовремя! На самом деле, достаточно, чтобы создать другой эликсир.. Может, он тебе пригодится в пути."
NPC_100118,,
NPC_100119,,
NPC_100120,,
NPC_100121,Who is gonna attend the #bfinals in Manila#nb and win the #bFlyff World Championship 2026#nb? Prove that you are the best!,"Кто отправится на #bфиналы в Маниле#nb и выиграет #bМировое Чемпионство Flyff 2026#nb? Докажи, что ты лучший!"
NPC_100122,"Welcome, competitor! I am Ava, the manager of the Flyff World Championship. I will trade you the best equipment you can get to win the competition!","Добро пожаловать, участник! Я — Ава, менеджер Чемпионата Мира по Flyff. Я продам тебе наилучшее снаряжение, чтобы выиграть конкурс!"
NPC_100123,"Hm I can feel that you are the best PvE competitor! No, wait... Maybe PvP? Ha I don't know. Good luck!","Хм.. Чую, что ты лучший участник PvE! Нет, стой.. Может PvP? Ха, не знаю. Удачи!"
NPC_100124,May the best win!,Победит сильнейший!
NPC_100125,"I am an automated machine intended to replace and eliminate humans. However, I am also designed to deliver rewards in exchange for coins.","Я — автоматизированная машина, созданная для замены и уничтожения людей. Но мне также предстоит выдавать награды за монеты."
NPC_100126,"We will probably meet again, and I might have more items for you next time!","Мы, вероятно, встретимся снова, и у меня может быть больше предметов для тебя!"
NPC_100127,"Hi, I am Private Leo. I got separated from my group after entering this dungeon.","Привет, я рядовой Лео. Я потерял свою группу после того, как вошёл в это подземелье."
NPC_100128,"Thank you for saving me, I owe you one!","Спасибо, что спасли! Я в долгу у тебя!"
NPC_100129,Let's get out of here!,Давай уберёмся отсюда!
NPC_400000,Collect some #bW-Token#nb from masquerpets and I will give you nice rewards!,"Собери #bW-Токены#nb с маск-питомцев, и я дам тебе приятные награды!"
NPC_100130,"Upgrade Costume Boxes with Repair Hammer that drops when you hunt a monster, and get various items!","Улучшай Коробки Костюмов с помощью Молота Ремонта, который выпадает с монстров, и получи кучу предметов!"
NPC_100131,"I'm the guardian of The Wilds, a wild and savage realm. What brings you here?",Я хранитель Дикой земли — сурового края. Что привело тебя сюда?
NPC_100132,Always another group thinking they can conquer 'The Wilds.' Let's see who comes out in one piece this time.,"Опять группка, думающая, что может покорить «Дикую землю». Посмотрим, кто вернётся целым."
NPC_100133,"Stay safe out there. Remember, not all who wander find their way back.","Береги себя. Помни: не все, кто блуждает, находят путь обратно."
NPC_100134,"A wise decision, my friend. You're about to embark on a journey that will carve your legend. Brace yourself, for the untamed awaits.","Мудрое решение, друг. Впереди путешествие, которое создаст твою легенду. Готовься — Дикая земля ждёт."
NPC_100135,"Life's full of choices, and 'The Wilds' isn't for everyone. If you ever hunger for adventure, remember where I stand.","В жизни множество выборов, а «Дикая земля» не для каждого. Если захочешь приключений — помни, где меня найти."
NPC_100136,Interested in having your very own room?,Хочешь свою собственную комнату?
NPC_100137,You now have the opportunity to claim your own space! Invite a few friends or organize exclusive meetings with your guildmates.,Теперь можешь занять своё пространство! Приглашай друзей или устрой эксклюзивные встречи с гильдией.
NPC_100138,I specialize in crafting top-notch furniture and other household items to adorn your room. I'm renowned as the finest carpenter around!,Я мастерю первоклассную мебель и всякую утварь для твоей комнаты. Известен как лучший столяр!
NPC_100139,Owning a splendid home can rejuvenate and fortify you for battles in Madrigal.,Собственный роскошный дом восстановит силы и воодушевит на битвы в Мадригале.
NPC_100140,Does your guild aspire to have its own house?,"Хочешь, чтобы твоя гильдия имела собственный дом?"
NPC_100141,"Greetings! If you're interested in acquiring a guild ship, you're in the right place. You'll need a guild with a minimum of 12 members.",Привет! Если хочешь корабль для гильдии — ты по адресу. Нужно минимум 12 членов.
NPC_100142,"Hello, my name is Lousiana, and I manage this ship.","Привет, я Луизиана, управляю этим кораблём."
NPC_100143,"Look who we have here on the vibrant shores of Coral Island! After all these years, fresh faces like yours bring a spark of excitement to my inventor's heart. With your helping hand, I just might accelerate the pace of my ingenious projects!",Кто-то пожаловал на берега Острова Кораллов! Свежие лица — искра вдохновения. С твоей помощью я ускорю свои гениальные проекты!
NPC_100144,"Hey there! It's a thrill to have you join our little island community! I'm on the brink of something revolutionary, and I need someone as creative and ambitious as you to help me build my next groundbreaking invention. Together, we can shape the destiny of Madrigal!",Привет! Рад видеть тебя! Я почти изобрёл нечто революционное и ищу единомышленников. Вместе изменим Мадригал!
NPC_100145,"Building complex machinery is like crafting art - it takes time, patience, and vision. If you're intrigued by the world of invention and wish to collaborate in the future, know that I'll be here, ready to embark on electrifying ventures!","Создание сложных механизмов — как создание искусства. Требуется время, терпение и дальновидность. Если хочешь сотрудничать — я всегда рад!"
NPC_100146,"Greetings, I'm Remi! A fervent inventor who can't resist the allure of gadgets and gizmos. Coral Island is my canvas, and I'm constantly conjuring up new marvels and tinkering with the unknown.","Привет! Я Реми, изобретатель, одержимый гаджетами и механизмами. Остров Кораллов — мой холст, и я постоянно создаю новое."
NPC_100147,"As you set forth on your adventures across this bewitching island, remember it's a realm of both beauty and peril. Be cautious, intrepid traveler, for the world of invention may be exhilarating, but Madrigal can be equally treacherous!","Отправляясь в путешествие по острову, запомни: это мир как красоты, так и опасности. Будь осторожен, путешественник!"
NPC_100148,"Welcome to our charming Coral Island village! I've dedicated myself to mastering the culinary arts, conjuring delectable dishes with the island's finest ingredients.","Добро пожаловать в наш уютный деревенку на Острове Кораллов! Я посвятил себя кулинарии, создавая блюда из лучших ингредиентов острова."
NPC_100149,"Oh, what a delight to have new and hungry souls to satiate! There's no greater joy for a chef like me than the smiles and satisfaction of full bellies.","Ох, как приятно накормить новых голодных путников! Нет для меня большего удовольствия, чем довольные улыбки сытых."
NPC_100150,"If you ever find yourself yearning for the extraordinary flavors that Coral Island has to offer, look no further. Come to me, and I'll whip up a tantalizing feast that'll leave your taste buds dancing! Rare food ingredients, you say? Consider it a delicious deal!",Если пожелаете необычных вкусов Острова Кораллов — я к вашим услугам! Редкие ингредиенты? Обещаем вкусный пир!
NPC_100151,"I'm Pau Pau, the culinary maestro of Coral Island. I've harnessed my love for cooking to nourish and cherish my friends here. May your time on this island be a banquet of delights, and may your travels be seasoned with happiness!","Я Пау Пау, кулинарный мастер Острова Кораллов. Люблю готовить для друзей. Пусть ваше пребывание на острове будет пиршеством, а путешествия — счастьем!"
NPC_100152,"Keep those eyes wide open as you explore the island; you'll stumble upon a treasure trove of marvelous cooking ingredients. They're scattered like edible gems all around Coral Island, waiting for the discerning palates of adventurous souls like yours!","Открывай глаза, путешествуя по острову! Тебе встретятся редкие ингредиенты, словно съедобные алмазы."
NPC_100153,"It's a real treat to have you grace our cozy little village. Our mail system hasn't been very active the past few years, but I have a hunch that things are about to change now that the island's mysterious mist has lifted!","Рады видеть тебя в нашей усадебной деревне! Почта давно не работала, но после рассеяния тумана — всё изменится!"
NPC_100154,"You, my friend, are as sharp as a tack! It's no wonder the folks in this village put their faith in you. Your trustworthiness shines like a beacon.","Ты, друг мой, остёр как шило! Неудивительно, что деревня тебе доверяет. Надёжность блистает, словно маяк."
NPC_100155,"Coral Island is a haven, but peril lurks in the shadows. That's why we welcome outsiders like you with open arms. A helping hand from adventurers like you is always a ray of sunshine.","Остров Кораллов — рай, но опасность таится в тенях. Мы рады чужакам, таким как ты. Помощь искателей — луч света."
NPC_100156,"Greetings, greetings! I'm none other than your cheerful host, Sunny Pang. I'm here to make your island life a breeze. Whether it's sending heartwarming letters to friends, safeguarding your treasures in the bank, or just being the friendly face of our village, you can count on me!","Привет-привет! Я Санни Панг, твой весёлый островной ведущий. Помогу со всем: от писем до банка. Обращайся!"
NPC_100157,"Feel the warmth of Coral Island's embrace as you savor your stay, and rest assured, I'll be right here, ready to lend a helping flipper wherever I can. Enjoy the island, dear friend!","Чувствуйте тепло Острова Кораллов! Я тут, чтобы помочь. Наслаждайся отдыхом, друг!"
NPC_100158,"Oh, what an absolute delight to welcome a visitor like you to our cozy village! Your presence warms my heart, and I hope that my humble wares bring a smile to your face.","Ох, как радостно видеть гостей в нашей усадьбе! Пусть товары улыбнут тебе."
NPC_100159,We're deeply grateful for your kindness and support in helping our tight-knit community. Every bit of assistance is like a ray of sunshine on our village's path to prosperity.,Бесконечно благодарны за помощь деревне. Каждая помощь — как солнце для нас.
NPC_100160,"Coral Island is a treasure trove of experiences waiting to be explored. Take your sweet time, immerse yourself in the lush jungles, and set sail on the boundless seas that surround this enchanting island.","Остров Кораллов — кладовая впечатлений. Не торопись, исследуй джунгли и отправляйся в море!"
NPC_100161,"I'm Kammie, your friendly neighborhood General Vendor. I make sure our village stays well-stocked with all the essentials our villagers and allies need to brave the wild frontiers of Coral Island.","Я Камми, твой универсальный торговец. Следите, чтобы деревня была обеспечена всем необходимым для приключений."
NPC_100162,"Don't be a stranger, dear visitor! If there's ever anything you desire or require, do return for a visit. I'll be here with open arms and a collection of goods to make your heart flutter!",Не будь чужим! Если что-то нужно — загляни. У меня открыты объятия и полные полки товаров!
NPC_100163,"Hohoho, this island is a treasure trove of enigmas and formidable beasts! If you seek the keys to ultimate power, you're in the right place. The secrets are out there for the taking.",Ха-ха-ха! Остров полон загадок и чудовищ! Если ищешь ключи к силе — иди вперёд. Тайны ждут смелых.
NPC_100164,Your bravery is your greatest asset in the boundless adventures that Coral Island offers. May every experience on our extraordinary island be etched in your heart and memory!,Твоя храбрость — главное оружие. Пусть каждое приключение на Острове Кораллов врезается в память!
NPC_100165,"Know that you are always welcomed with open arms in our village, no matter how far your travels take you. Return to our cozy haven whenever you wish.",Помни: тебя всегда ждут в деревне. Какой бы путь не привёл тебя — возвращайся в гости!
NPC_100166,"Greetings, fellow adventurer! I'm BoBu, the mighty blacksmith of Coral Island village, and this little winged friend is Polly. Together, we forge the most potent armor for our villagers, and now, for our esteemed visitors like you!","Привет, искатель приключений! Я БоБу, кузнец деревни Острова Кораллов, а это Polly — мой крылатый друг. Куете лучшую броню — для жителей и гостей!"
NPC_100167,"Until we meet again, adventure. If you ever desire to fortify your armor or seek my expertise in the future, don't hesitate to return. Your safety and strength are my top priorities!",До новых встреч! Если нужно улучшить броню — я в деле. Безопасность и сила — мой приоритет!
NPC_100168,"Coral Island is a crucible of potent weapon technologies, born from the island's bountiful resources and our village's ingenious craftsmanship. Here, we shape the future of armaments!","Остров Кораллов — колыбель оружия, созданные из даров природы и мастерства деревни. Здесь мы куете будущее!"
NPC_100169,"Ah, I can see you're as keen as the sharpest of blades! It's an absolute pleasure to have you join us and collaborate on forging a path to greatness.","Вижу, что ты остёр, как нож! Рад видеть тебя среди мастеров оружия и вместе ковать путь к совершенству!"
NPC_100170,"Remember, dreams are like trees. They bear fruit only when nurtured with determination and action.",Помни: мечты — как деревья. Плоды они дают только при терпении и настойчивости.
NPC_100171,"Step into my workshop, my friend! I'm Talus, your weapon master at Coral Island village. I work endlessly to craft potent weapons for our village's protection and hunting needs.","Заходи в мою мастерскую! Я Талус, мастер оружия Острова Кораллов. Непоколебимо ковалю лучшее для защиты и охоты."
NPC_100172,"Should the need arise for weapon enhancement or if you seek the craftsmanship of a true master, don't hesitate to return. I'm here to empower you on your journey!",Если нужно улучшить оружие — обращайся. Рад помочь путешественнику!
NPC_100173,"The elusive secrets of Ultimate power are concealed within the very heart of Coral Island, waiting to be unveiled.","Таинственные секреты Абсолютной силы скрыты в сердце Острова Кораллов, ждёт откровения."
NPC_100174,"Should your determination remain steady, the day may dawn when the keys to Ultimate power are yours to wield.","Если твоя воля не сломится — настанет день, когда ключи Абсолютной силы будут твоими."
NPC_100175,"The journey to uncover the island's arcane mysteries lies before you, should you dare to embark upon it.","Путь к раскрытию магических тайн острова лежит перед тобой, если осмелишься."
NPC_100176,My desire is to witness the revelation of Ultimate power in those who prove themselves worthy of such extraordinary gifts.,"Моя мечта — увидеть Абсолютную силу в тех, кто достоин дара."
NPC_100177,"Return to my side bearing the essence of Ultima, and in exchange, I shall bestow upon you a fragment of the unfathomable Ultimate power.","Вернись со сгустком Абсолюта, и я дарую тебе частицу непостижимой силы."
NPC_100178,Happy New Year~!\nMay the new year of 2024 be full of fun adventures!,С Новым годом~!\nПусть 2024 год будет полон весёлых приключений!
NPC_100179,"Hi! I would like to ask you a favor, could you hear me out?",Привет! Хочу попросить о помощи. Выслушай меня?
NPC_100180,"Have you heard of the rumor? The rumor that a blacksmith made a couple ring thinking only about his beloved until he died after losing her in an accident! When lovers put on the couple's ring and think about going to their lover, they fly to their lover in an instant, which is amazing, isn't it?","Слушали слух о кольцах для влюблённых? Кузнец сделал их, думая о любимой, потерянной из-за несчастного случая. Влюблённые надевают кольца и телепортируются друг к другу!"
NPC_100181,Do you want to exit the dungeon?,Хочешь выйти из подземелья?
NPC_100182,"Did you know that the more you polish seashells in the sea, the more beautiful they become? I once saw seashells that were very highly polished. It was so beautiful.\nI know where I can get the materials I need to polish clams. Can you get the material there and polish the shells? It's dangerous, but it might be a great vacation for you","Знаешь, чем больше отполировать ракушки — тем они краше! Я видел невероятно красивые.\nХочешь отполировать? Опасно, но может стать отличным отдыхом!"
NPC_100183,"It's the 20th anniversary of Flyff! How are you celebrating this lovely occasion? I'm going to be reminiscing, reading up on all kinds of history...","Вот и 20 лет Flyff! Как празднуешь? Я буду вспоминать, читать историю..."
NPC_100184,"In order for me to give you a quest, all partners of your couple must be online!","Чтобы я мог дать задание, партнёры вашей пары должны быть онлайн!"
NPC_100185,"I am Cupid, the messenger of love sent from the heavens. I've been dispatched to fill Madrigal with love. If you have someone you love, don't hesitate, confess your feelings using a ring!","Я — Купидон, посланник любви! Отправил наполнить Мадригал любовью. Если есть любимый человек — признайся с помощью кольца!"
NPC_100186,"Hello there. Enjoying your life in Madrigal? If you wish to expand your horizons, come see me.",Привет. Как жизнь в Мадригале? Хочешь расширить горизонты — загляни ко мне.
NPC_100187,"Speaking of me, I'm a master of thousand crafts. Herbs, trees, ores, fish, anything you don't know about this world, ask me. I'll tell you all about it.","Что до меня, я мастер тысячи ремёсел. Трава, деревья, руда, рыба — спроси, и я расскажу обо всём!"
NPC_100188,We reuse our food - of course joking!,"Перерабатываем еду — конечно, шучу!"
NPC_100189,Hello there! I may have something useful for you. Would you mind taking a look in my bag?,"Привет! Может, есть что-то полезное. Загляни в мою сумку?"
NPC_100190,I'm just walking around and selling stuff.,Просто бродю и продаю всячину.
NPC_100191,"I don't know what items will be available when, so come back whenever you have time. Hehe","Не знаю, что будет в продаже, так что загляни как будешь свободен. Хе-хе"
NPC_100192,"Arrr, ye got that look in yer eye! Reminds me of when I was a young scallywag, barely old enough to tie me own boots. There I was, face to face with a storm that could sink the fiercest ship. But here I am, still breathin'! Takes a bit o' grit to survive out here, but I reckon ye've got what it takes.","Аррр, вижу огонь в твоих глазах! Напоминает мне мою молодость. Я вглядывался в шквал, который потопил бы любой корабль. Но я живой на этом! Немного мужества — и ты выживешь!"
NPC_100193,"Ahoy! Captain Sovann, scourge o’ the seas of Madrigal! I’ve clashed blades and cannons in countless battles, and more than a few of 'em against the dark forces of Shade herself. Ain't many who could boast survivin’ such encounters! If there’s danger to face or treasure to seize, ye can bet ol' Sovann’s been there!","Гав! Капитан Сованн, кошмар морей Мадригала! Сражался с Тенями и выжил. Если ищешь приключений или сокровищ — старый Сованн поможет!"
NPC_100194,"As ye embark on yer journey through these treacherous waters and enchanted lands, remember Madrigal’s beauty is as deadly as it is mesmerizing. Stay sharp, bold traveler, for adventure may beckon, but danger lurks beneath every wave. Fare thee well, and may the tides favor ye till we cross paths again!","Отправляясь в плавание по опасным водам, помни: красота Мадригала убийственна. Будь начеку, смелый путешественник! Прощай и пусть волны будут к тебе милосердны!"
NPC_100195,"Ahoy! Fresh faces like yers bring new fire to these old sails. With a mate like ye, I just might find the spark for me next grand venture on the high seas!","Гав! Такие свежие лица, как твоё, принесли новый огонь в наши паруса. С таким напарником, как ты, я могу отправиться в новое плавание!"
NPC_100196,"Sailing the high seas is more than just a test of strengt it’s an art, a blend of courage, wit, and the call o’ the unknown. If yer heart yearns for the thrill of discovery and the clash of steel, know that I’ll be here, ready to welcome ye on ventures wild and grand!","Плавание по морю — это искусство: смелость, хитрость и зов неизвестного. Если сердце желает приключений — я буду здесь!"
NPC_100197,"Uncover the secrets within the Revolutionary Journal, and great rewards await you","Раскрой секреты Революционного Журнала, и великие награды ждут тебя!"
NPC_150001,"I mean… what could really happen in a place this quiet? A short break won’t hurt, right?","В такой тихой деревне, что тут может произойти..? Короткий отдых не повредит."
NPC_150002,"My name’s Doran. I’m an airport guard… though it’s honestly duller than I expected. You’re from across the sea, right? Seen anything interesting?","Меня зовут Доран. Я охранник аэропорта... Работа скучнее, чем я думал. Ты с другого острова? Видал что-нибудь интересное?"
NPC_150003,"I don’t recognize any of you. Who are you? You’re not one of those wolves, are you?","Я не припоминаю тебя. Кто ты? Ты не из тех оборотней, да?"
NPC_150004,"I'm Chiron, a soldier stationed here. We can forgive an old man for failing a mission, but not for neglecting his watch.","Я Кирон, солдат на посту. Солдата могут простить за провал миссии, но никогда за халатность."
NPC_150005,"Hey, look at those clouds. Doesn’t that one look like a cat’s face?",Смотри на облака. Это не похоже на кошку?
NPC_150006,"Hey there, I’m Bran! Sometimes listening is more important than guarding… don’t you think?","Привет, я Бран! Иногда слушать важнее, чем охранять. Разве нет?"
NPC_150007,"This airport feels safe, doesn’t it? But have you ever seen fire fall from the sky where you thought you were safe?","Аэропорт кажется безопасным? А видел когда-нибудь огонь падающим с неба, когда думал, что тебе безопасно?"
NPC_150008,"I'm Karr. If you drop your guard during wartime, that moment might be your last.","Я Карр. Если расслабишься во время войны, этот момент станет последним."
NPC_150009,…Do you need something?,Тебе нужно что-то?
NPC_150010,My name’s Zerke. Keep your questions short. I’ll help if I can.,"Меня зовут Церке. Коротко и по делу. Помогу, если смогу."
NPC_150011,"It feels good to protect something, doesn’t it?",Чувствуешь себя защитником? Вот это другое дело.
NPC_150012,I'm Elin. My job is to make sure everyone coming through here stays safe.,"Я Элин. Моя задача — обеспечить безопасность всем, кто проходит через здесь."
NPC_150013,Protecting a village isn’t simple. All those lives rest on us.,Защитить деревню — дело нелёгкое. На нас лежат жизни всех ее жителей.
NPC_150014,I am Gard. I’m one of the guardians who protect this place.,"Я Гард. Один из стражей, охраняющих это место."
NPC_150015,"Hello! Beautiful morning, isn’t it? I’m Gard.","Привет! Красивое утро, не правда ли? Я — Гард."
NPC_150016,"Even cats need a break sometimes. Still, patrol never stops.",Даже кошкам нужен отдых. Но патруль не остановить.
NPC_150017,"I’m Liont. If my jokes get old, bear with me. I’ll keep this village safe.",Я Линт. Если шутки надоели — потерпи. Буду держать деревню в безопасности.
NPC_150018,Why am I a guard? Because it’s cool. Simple as that.,Почему я страж? Потому что это круто. Всё.
NPC_150019,War? I’m not afraid of it. I’ll fight until my last breath.,Война? Не боюсь. Буду биться до последнего вздоха.
NPC_150020,I’m Serkan. Need a reason to fight? I don’t. I just enjoy facing strong enemies.,Я Серкан. Не нужен повод для боя. Просто наслаждаюсь противостоянием сильным врагам.
NPC_150021,Let’s make today a good one. Victory awaits.,Сделаем этот день хорошим. Победа ждёт.
NPC_150022,Why don’t those dogs come near us? Easy. They’re scared of our claws.,Почему псы не подходят? Они боятся наших когтей.
NPC_150023,Call me Kras. I protect this village.,Зови меня Крас. Я охраняю эту деревню.
NPC_150024,I used to be an adventurer like you… until I took an arrow to the knee.,"Раньше я был приключенцем, как ты… пока стрела не угодила мне в колено."
NPC_150025,A new face. I hope we stay on friendly terms.,"Новое лицо. Надеюсь, между нами будут добрые отношения."
NPC_150026,"I’m Maeron. I’ve fought for a long time, and I’ll keep fighting until we win.","Я Маэрон. Сражался долго, и буду сражаться до победы."
NPC_150027,You’re not ready.,Ты ещё не готов.
NPC_150028,Great day for patrol. Is there even such a thing as bad weather? Not for me.,"Отличный день для патруля. Может быть такое, плохая погода? Не для меня."
NPC_150029,My name’s Kerion. I’m on patrol—let me know if you spot anything odd.,"Меня зовут Керрион. Я на патруле — дай знать, если заметишь что-то странное."
NPC_150030,"Go, adventurer… go.","Иди, странник..."
NPC_150031,"It’s wonderful seeing everyone living in peace, isn’t it?","Зреть, как все живут в мире — прекрасное чувство."
NPC_150032,I’m Raon! No one loves this village more than me.,Я Раон! Никто не любит деревню больше меня.
NPC_150033,You can’t pass.,Ты не пройдёшь.
NPC_150034,"Stay calm. If the soldiers panic, who will the villagers rely on?","Не паникуй. Если солдаты растеряются, за кем зацепятся жители?"
NPC_150035,"I am Dreon, Captain Baron’s loyal left hand. Everything I do is for this village.","Я Дреон, правая рука капитана Барона. Всё, что я делаю — ради деревни."
NPC_150036,The guy next to me? He’s connected. Says he’s friends with someone named Waldo.\nDo you know who that is?,"Мой сослуживец? У него связи. Говорит, дружит с одним Вальдо."
NPC_150037,"You’ve made it this far… but from here on, things might get dangerous.",Ты дошёл далеко... но впереди опасность.
NPC_150038,"I’m Merk, head of scouting. Seen any Lycan activity?","Я Мерк, глава разведки. Видел активность ликанов?"
NPC_150039,Quiet. Scouting only works if we stay hidden.,"Тихо. Разведка только работает, если мы остаёмся в тени."
NPC_150040,"Protecting the village is an honor, but never easy—especially when those beasts outside keep baring their fangs.","Защищать деревню — честь, но непростая. Особенно когда звери за стеной скалят клыки."
NPC_150041,"I am Baron, captain of Eillun’s guards. As the shield and sword of this place, I won’t allow any threat near our people. Under my command, no one slacks off.","Я Барон, капитан стражи Эйлуна. Щит и меч деревни. Ни одной угрозе не пройти мимо. Под моим руководством каждый на посту."
NPC_150042,The Lycans are growing bolder. Keep your weapon ready.,Ликаны становятся всё смелее. Держи оружие наготове.
NPC_150043,This village has a long history… a very long one. But you don’t need to know everything. Sometimes knowledge becomes a burden.,У этой деревни богатейшая история… Но тебе не нужно знать всё. Иногда знания становятся обузой.
NPC_150044,"I am Gaurang, the Jarl. I’ve protected this village for decades. My bones ache with age, yet the afterlife still refuses to take me. Strange, isn’t it?","Я Гауранг, Ярл. Храню деревню десятилетия. Кости болят, но загробный мир не забирает. Странно, правда?"
NPC_150045,Welcome to Eillun Village. I hope you enjoy your stay.,"Добро пожаловать в деревню Эйлун. Надеюсь, тебе понравится здесь."
NPC_150046,A new visitor… Let’s hope that’s a good sign.,"Новый гость… Надеюсь, это хороший знак."
NPC_150047,"I am Ayr, one of the elders. I’ve helped uphold this village for a long time. It’s been harder lately, though. Maybe you’ll bring change.","Я Эयर, старейшина. Долго держал деревню на своих плечах. Стаёт тяжелее. Может, ты привнёс изменения."
NPC_150048,sigh The jarl threw his work at me again today…\nI’m too old for this. Can’t even retire quietly.,вздыхает Ярл снова свалил на меня свою работу...
NPC_150049,Do you always trust what you see? Think it through.,"Всегда ли ты доверяешь тому, что видишь? Подумай хорошенько."
NPC_150050,"I’m Elder Traitus, in charge of supplies. Now then… how am I supposed to find enough for today?","Я старейшина Трейтус, отвечаю за припасы. Хм... Как найти норму на сегодня?"
NPC_150051,We’re not like the Khajiit… not like them at all.,Мы не хаджиты… Мы совсем им не похожи.
NPC_150052,"Sometimes protecting the village requires sacrifice. It’s harsh, but true.","Иногда для защиты деревни нужны жертвы. Жёстко, но правда."
NPC_150053,"I’m Melak, responsible for security with Baron. Things get worse every day. Please don’t give me another reason to worry. I’ll be keeping an eye on you.","Я Мелак, отвечаю за безопасность с Бароном. С каждым днём хуже. Пожалуйста, не добавляй проблем. Я буду следить за тобой."
NPC_150054,It’s dangerous to go alone.,Одному ходить опасно.
NPC_150055,How long are we going to sit around? We need to strike back and show them who we are.,"Как долго мы будем сидеть сложа руки? Нужно ударить в ответ и показать им, кто мы."
NPC_150056,I am Silar. There’s one way to protect this village: make our enemies fear us more than we fear them.,"Я Силар. Есть только один способ защитить деревню: заставить врагов бояться нас больше, чем мы их."
NPC_150057,We have a great communicator here… want to guess who?,"У нас тут отличный переговорщик… хочешь угадать, кто?"
NPC_150058,"Is a long life a blessing? Stay too long in a place you were meant to leave, and the ground starts to feel like it’s sinking under you.","Долголетие — это благословение? Если задержишься там, откуда уходил, земля словно проваливается."
NPC_150059,"I’m Ebron, just an old man with too much spare time. Live long enough and you start noticing things others don’t.","Я Эброн, старый дед с большим свободным временем. Живи долго — заметишь то, что другие не видят."
NPC_150060,"Time is a strange thing, isn’t it?","Время — странная штука, правда?"
NPC_150061,Stock up on supplies before you leave. Better to have too much than too little.,"Запасись товарами перед отъездом. Лучше иметь слишком много, чем слишком мало."
NPC_150062,"I’m Liana, owner of the general store. Traveler or villager, I’ll make sure you get what you need.","Я Лиана, хозяйка универмага. Путник или житель — накормлю всем необходимым."
