Key,English,German
PROPSKILL_TXT_150220,"Perform a blessing to remove ""disable"" type debuffs on nearby allies.","Führe einen Segen aus, um ""Disable""-Debuffs von nahen Verbündeten zu entfernen."
PROPSKILL_TXT_150221,Stun Resistance,Stun Resistance
PROPSKILL_TXT_150222,DoT Resistance,DoT Resistance
PROPSKILL_TXT_150223,Area Increase,Area Increase
PROPSKILL_TXT_150224,Soul of Rhisis,Soul of Rhisis
PROPSKILL_TXT_150225,"Chant a hymn which provides nearby allies and yourself with damage reduction. While chanting, using other skills will cancel chanting. The effect of the hymn increases as you keep chanting.","Stimme eine Hymne an, der nahen Verbündeten und dir selbst Schadensreduzierung gewährt. Während des Singens bricht die Verwendung anderer Fähigkeiten das Singen ab. Der Effekt der Hymne steigt, je länger du singst."
PROPSKILL_TXT_150226,Effect Increase,Effect Increase
PROPSKILL_TXT_150228,Duration Increase,Duration Increase
PROPSKILL_TXT_150229,Celestial Barrier,Celestial Barrier
PROPSKILL_TXT_150230,"Chant a hymn which provides nearby allies and yourself with elemental resistance. While chanting, using other skills will cancel chanting. The effect of the hymn increases as you keep chanting.","Stimme eine Hymne an, der nahen Verbündeten und dir selbst Elementarresistenz gewährt. Während des Singens bricht die Verwendung anderer Fähigkeiten das Singen ab. Der Effekt der Hymne steigt, je länger du singst."
PROPSKILL_TXT_150234,Heaven's Step,Heaven's Step
PROPSKILL_TXT_150235,"Chant a hymn which provides nearby allies and yourself with increased evasion and blocking power. While chanting, using other skills will cancel chanting. The effect of the hymn increases as you keep chanting.","Stimme eine Hymne an, der nahen Verbündeten und dir selbst erhöhte Ausweich- und Blockkraft gewährt. Während des Singens bricht die Verwendung anderer Fähigkeiten das Singen ab. Der Effekt der Hymne steigt, je länger du singst."
PROPSKILL_TXT_150239,Gloria Patri,Gloria Patri
PROPSKILL_TXT_150240,"Chant a hymn which heals nearby allies and yourself periodically. While chanting, using other skills will cancel chanting. The effect of the hymn increases as you keep chanting.","Stimme eine Hymne an, der nahe Verbündete und dich selbst periodisch heilt. Während des Singens bricht die Verwendung anderer Fähigkeiten das Singen ab. Der Effekt der Hymne steigt, je länger du singst."
PROPSKILL_TXT_150244,Kyrie Eleison,Kyrie Eleison
PROPSKILL_TXT_150245,"Chant a hymn which provides nearby allies and yourself with increased Attack Power, Magic Power, and Tenacity. While chanting, using other skills will cancel chanting. The effect of the hymn increases as you keep chanting.","Stimme eine Hymne an, die nahegelegenen Verbündeten und dir selbst erhöhte Angriffskraft, Magiekraft und Zähigkeit verleiht. Während du singst, bricht die Verwendung anderer Fähigkeiten das Singen ab. Der Effekt der Hymne verstärkt sich, je länger du singst."
PROPSKILL_TXT_150249,Flow of Salvation,Flow of Salvation
PROPSKILL_TXT_150250,"Breath the flow of salvation into your target, healing them and flowing to nearby targets if they are allies, or dealing damage otherwise.","Hauche den Fluss der Erlösung in dein Ziel, heile es und fließe zu nahen Zielen, wenn sie Verbündete sind, oder verursache andernfalls Schaden."
PROPSKILL_TXT_150251,Increased Healing,Increased Healing
PROPSKILL_TXT_150253,Increased Chain,Increased Chain
PROPSKILL_TXT_150254,Hymn - Damage Reduction,Hymn - Damage Reduction
PROPSKILL_TXT_150255,"While a hymn is being chanted, gain extra damage reduction for yourself.","Während ein Hymnus gesungen wird, erhalte zusätzliche Schadensreduzierung für dich selbst."
PROPSKILL_TXT_150256,Hymn - Perfect Performance,Hymn - Perfect Performance
PROPSKILL_TXT_150257,Hymns that are chanted to completion will have their cooldowns reduced.,"Hymnen, die zu Ende gesungen werden, haben reduzierte Abklingzeiten."
PROPSKILL_TXT_150258,Hymn - Quick Step,Hymn - Quick Step
PROPSKILL_TXT_150259,"While a hymn is being chanted, walking speed is increased.","Während ein Hymnus gesungen wird, wird die Laufgeschwindigkeit erhöht."
PROPSKILL_TXT_150260,Hymn - Liberation,Hymn - Liberation
PROPSKILL_TXT_150261,Allow other hymn skills to be chanted at the same time.,"Ermögliche, dass andere Hymnen-Fähigkeiten gleichzeitig gesungen werden können."
PROPSKILL_TXT_150262,Nen Overflow,Nen Overflow
PROPSKILL_TXT_150263,"Unleash all your Nen to enter overflow. While in Nen overflow, certain skills Nen Enhancement variations will be used. Nen cannot be gained while in Nen overflow.","Entfessle all dein Nen, um in den Überlauf einzutreten. Während des Nen-Überlaufs werden bestimmte Fähigkeiten-Nen-Verstärkungs-Variationen verwendet. Nen kann während des Nen-Überlaufs nicht gewonnen werden."
PROPSKILL_TXT_150264,Form Enhancement,Form Enhancement
PROPSKILL_TXT_150265,Mind Enhancement,Mind Enhancement
PROPSKILL_TXT_150266,Aura Enhancement,Aura Enhancement
PROPSKILL_TXT_150267,MP Retention,MP Retention
PROPSKILL_TXT_150268,Nen Afterimage,Nen Afterimage
PROPSKILL_TXT_150270,Power Palm,Power Palm
PROPSKILL_TXT_150271,"Attack your target, gaining Nen stacks. \n\n[Nen Enhancement]: This skill has a chance to knock the enemy down. If used during the duration of Force Grip, you will strike multiple times.","Greife dein Ziel an und erhalte Nen-Stapel. \n\n[Nen-Verstärkung]: Diese Fähigkeit hat eine Chance, den Gegner niederzuschlagen. Wenn während der Dauer von Force Grip verwendet, wirst du mehrfach zuschlagen."
PROPSKILL_TXT_150272,Nen Mastery,Nen Mastery
PROPSKILL_TXT_150273,Increased Effect,Increased Effect
PROPSKILL_TXT_150275,Initiating Strike,Initiating Strike
PROPSKILL_TXT_150276,"Attack your enemy using a strike. If the target is currently knocked down, you will dash forward to quickly close the gap. \n\n[Nen Enhancement]: Grants you tenacity when used.","Greife deinen Gegner mit einem Schlag an. Wenn das Ziel derzeit niedergeschlagen ist, wirst du nach vorne stürmen, um die Lücke schnell zu schließen. \n\n[Nen-Verstärkung]: Gewährt dir Zähigkeit bei Verwendung."
PROPSKILL_TXT_150277,Nen Mastery,Nen Mastery
PROPSKILL_TXT_150278,Nen Enhancement,Nen Enhancement
PROPSKILL_TXT_150280,Staggering Strike,Staggering Strike
PROPSKILL_TXT_150281,Attack a single target with a chance to knock them down. \n\n[Nen Enhancement]: Increase your block rate when used.,"Greife ein einzelnes Ziel an mit einer Chance, es niederzuschlagen. \n\n[Nen-Verstärkung]: Erhöhe deine Blockrate bei Verwendung."
PROPSKILL_TXT_150282,Increased Knockdown Chance,Increased Knockdown Chance
PROPSKILL_TXT_150283,Leg Attack,Leg Attack
PROPSKILL_TXT_150285,Force Grip,Force Grip
PROPSKILL_TXT_150286,"Grab the target, restraining both of you from moving, attacking, or using skills. \n\n[Nen Enhancement]: Allows skill usage while restraining the target.","Ergreife das Ziel und hindere euch beide daran, euch zu bewegen, anzugreifen oder Fähigkeiten zu verwenden. \n\n[Nen-Verstärkung]: Erlaubt Fähigkeitsnutzung während das Ziel festgehalten wird."
PROPSKILL_TXT_150287,Diamond Body,Diamond Body
PROPSKILL_TXT_150288,Group Binding,Group Binding
PROPSKILL_TXT_150290,Nen Sphere,Nen Sphere
PROPSKILL_TXT_150291,Focus your mind to launch a damaging orb towards your target.,"Konzentriere deinen Geist, um eine schadenverursachende Kugel auf dein Ziel zu schleudern."
PROPSKILL_TXT_150292,Continuous Shooting,Continuous Shooting
PROPSKILL_TXT_150293,Nen Mastery,Nen Mastery
PROPSKILL_TXT_150295,Aura Bomb,Aura Bomb
PROPSKILL_TXT_150296,"Channel energy from your surroundings for a long period of time, and target it towards a selected area for great damage.",Kanalisiere Energie aus deiner Umgebung für eine lange Zeit und richte sie auf einen ausgewählten Bereich für großen Schaden.
PROPSKILL_TXT_150297,Casting Time Reduction,Casting Time Reduction
PROPSKILL_TXT_150298,Range Enhancement,Range Enhancement
PROPSKILL_TXT_150300,Enlightenment,Enlightenment
PROPSKILL_TXT_150301,Increases knuckle damage.,Erhöht Knuckle Schaden.
PROPSKILL_TXT_150302,Quick Movement,Quick Movement
PROPSKILL_TXT_150303,Critical Damage,Kritischer Schaden
PROPSKILL_TXT_150304,Knuckle Power,Knuckle Power
PROPSKILL_TXT_150305,Bubble's Blessing,Bubble's Blessing
PROPSKILL_TXT_150306,Casts an aura that increases allies' Critical Damage and Attack. Can be re-cast to cancel the effect.,"Wirkt eine Aura, die die Bewegungsgeschwindigkeit und kritischen Schaden von Verbündeten erhöht. Kann erneut gewirkt werden, um abzubrechen."
PROPSKILL_TXT_150309,Range Extension,Range Extension
PROPSKILL_TXT_150310,Touch of Rhisis,Touch of Rhisis
PROPSKILL_TXT_150311,Casts an aura that increases nearby allies’ defense and block rate. Cannot be used with other auras at the same time. Can be re-cast to cancel.,"Wirkt eine Aura, die Verteidigung und Blockrate naher Verbündeter erhöht. Kann nicht gleichzeitig mit anderen Auren verwendet werden. Kann erneut gewirkt werden, um abzubrechen."
PROPSKILL_TXT_150315,Ire of Iblis,Ire of Iblis
PROPSKILL_TXT_150316,Casts an aura that increases allies’ critical resistance. Can be re-cast to cancel.,"Wirkt eine Aura, die kritische Resistenz von Verbündeten erhöht. Kann erneut gewirkt werden, um abzubrechen."
PROPSKILL_TXT_150320,Meditate,Meditate
PROPSKILL_TXT_150321,"Enter a meditative state that reduces damage taken, shortens natural HP recovery time, and increases healing effects. Can be re-cast to cancel.","Trete in einen meditativen Zustand ein, der erlittenen Schaden reduziert, natürliche HP-Erholungszeit verkürzt und Heileffekte erhöht. Kann erneut gewirkt werden, um abzubrechen."
PROPSKILL_TXT_150322,Deep Meditation,Deep Meditation
PROPSKILL_TXT_150323,Adamantine Body,Adamantine Body
PROPSKILL_TXT_150324,Nen Mastery,Nen Mastery
PROPSKILL_TXT_150325,Nen Storage,Nen Storage
PROPSKILL_TXT_150326,Nen-consuming skills may consume only half the required stacks.,Nen-verbrauchende Fähigkeiten können nur die Hälfte der erforderlichen Stapel verbrauchen.
PROPSKILL_TXT_150327,Mental Unity,Mental Unity
PROPSKILL_TXT_150328,Reduces the maximum MP penalty from Nen stacks.,Reduziert die maximale MP-Strafe von Nen-Stapeln.
PROPSKILL_TXT_150329,Clear Reflection,Clear Reflection
PROPSKILL_TXT_150330,"When Nen charge reaches 20, your critical hits will be more lucky, always dealing maximum damage at maximum level.","Wenn die Nen-Ladung 20 erreicht, werden deine kritischen Treffer glücklicher sein und auf maximaler Stufe immer maximalen Schaden verursachen."
PROPSKILL_TXT_150331,Tenacity,Tenacity
PROPSKILL_TXT_150332,Debuffs applied on you do not last as long.,Auf dich angewendete Debuffs dauern nicht so lange.
PROPSKILL_TXT_150333,Marked Attack,Marked Attack
PROPSKILL_TXT_150334,Normal attacks leave a mark. Hitting the same enemy 5 times deals bonus damage and grants 1 Nen stack.,Normale Angriffe hinterlassen eine Markierung. Das gleiche Ziel 5-mal zu treffen verursacht Bonusschaden und gewährt 1 Nen-Stapel.
PROPSKILL_TXT_150335,Nen Acquisition,Nen Acquisition
PROPSKILL_TXT_150336,Increases your chance to gain an additional Nen stack when using Concentration.,"Erhöht deine Chance, einen zusätzlichen Nen-Stapel zu erhalten, wenn du Konzentration verwendest."
PROPSKILL_TXT_150337,Toxic Assault,Toxic Assault
PROPSKILL_TXT_150338,Perform a multi-hit combo on the target. Each hit has a chance to inflict poison.,"Führe eine Mehrfachtrefferkombination auf das Ziel aus. Jeder Treffer hat eine Chance, Vergiftung zuzufügen."
PROPSKILL_TXT_150339,Increased Chance,Increased Chance
PROPSKILL_TXT_150341,Increased Toxins,Increased Toxins
PROPSKILL_TXT_150342,Toxic Fury,Toxic Fury
PROPSKILL_TXT_150343,Inflict poison on yourself to increase your power at the cost of defense.,"Füge dir selbst Vergiftung zu, um deine Kraft auf Kosten der Verteidigung zu erhöhen."
PROPSKILL_TXT_150345,Maintain Addiction,Maintain Addiction
PROPSKILL_TXT_150346,No Pain No Gain,No Pain No Gain
PROPSKILL_TXT_150347,Toxic Analogy,Toxic Analogy
PROPSKILL_TXT_150348,Reduces damage taken from poisoned enemies.,Reduziert erlittenen Schaden von vergifteten Gegnern.
PROPSKILL_TXT_150349,Master of Toxins,Master of Toxins
PROPSKILL_TXT_150350,Increase your damage against poisoned enemies.,Erhöhe deinen Schaden gegen vergiftete Gegner.
PROPSKILL_TXT_150351,Risk Management,Risk Management
PROPSKILL_TXT_150352,Becoming invisible has a chance to remove your own poison.,"Unsichtbar werden hat eine Chance, deine eigene Vergiftung zu entfernen."
PROPSKILL_TXT_150353,Dual Ego,Dual Ego
PROPSKILL_TXT_150354,CC Attack,CC Attack
PROPSKILL_TXT_150355,Far Shot,Far Shot
PROPSKILL_TXT_150356,Party Buff,Party Buff
PROPSKILL_TXT_150357,Slowing,Slowing
PROPSKILL_TXT_150358,Incinerate,Incinerate
PROPSKILL_TXT_150359,Increased Elemental,Increased Elemental
PROPSKILL_TXT_150360,Additional Burn Damage,Additional Burn Damage
PROPSKILL_TXT_150362,Ignite,Ignite
PROPSKILL_TXT_150363,Increased Spread Damage,Increased Spread Damage
PROPSKILL_TXT_150364,Hellfire,Hellfire
PROPSKILL_TXT_150367,Wind Counter,Wind Counter
PROPSKILL_TXT_150368,Blaze Eater,Blaze Eater
PROPSKILL_TXT_150369,Ice Shard,Ice Shard
PROPSKILL_TXT_150370,Tidal Omen,Tidal Omen
PROPSKILL_TXT_150371,Increased Recovery,Increased Recovery
PROPSKILL_TXT_150373,Fire Counter,Fire Counter
PROPSKILL_TXT_150374,Aqua Veil,Aqua Veil
PROPSKILL_TXT_150375,Gale,Gale
PROPSKILL_TXT_150376,Increased Suffocate Chance,Increased Suffocate Chance
PROPSKILL_TXT_150377,Earth Counter,Earth Counter
PROPSKILL_TXT_150378,Stormveil Cloak,Stormveil Cloak
PROPSKILL_TXT_150379,EVA Storm,EVA Storm
PROPSKILL_TXT_150380,Increased Shock Chance,Increased Shock Chance
PROPSKILL_TXT_150381,Thunder Strike,Thunder Strike
PROPSKILL_TXT_150382,Water Counter,Water Counter
PROPSKILL_TXT_150383,Voltguard,Voltguard
PROPSKILL_TXT_150384,Stone Pillar,Stone Pillar
PROPSKILL_TXT_150385,Increased Explosion Range,Increased Explosion Range
PROPSKILL_TXT_150386,Swampy Area,Swampy Area
PROPSKILL_TXT_150387,Electric Counter,Electric Counter
PROPSKILL_TXT_150388,"Incinerate your target, dealing damage and burning them. If used on a burning target, they take extra damage. Burned enemies also hurt nearby enemies, but do not burn them.","Verbrenne dein Ziel, verursache Schaden und lasse es brennen. Bei Verwendung auf einem brennenden Ziel erleidet es zusätzlichen Schaden. Brennende Gegner verletzen auch nahe Gegner, lassen sie aber nicht brennen."
PROPSKILL_TXT_150389,Suffocation,Suffocation
PROPSKILL_TXT_150390,Sleeping,Sleeping
PROPSKILL_TXT_150391,Paralyzed,Paralyzed
PROPSKILL_TXT_150392,"You are sleeping, and will be awaken once you take damage.","Du schläfst und wirst aufwachen, sobald du Schaden erleidest."
PROPSKILL_TXT_150393,"You are paralyzed, physical damage is increased and magical damage is decreased.","Du bist gelähmt, physischer Schaden wird erhöht und magischer Schaden wird verringert."
PROPSKILL_TXT_150394,Shocked,Shocked
PROPSKILL_TXT_150395,You are shocked and receive extra electric damage.,Du bist geschockt und erleidest zusätzlichen Elektroschaden.
PROPSKILL_TXT_150396,Raging Storm,Raging Storm
PROPSKILL_TXT_150397,Zephyr's Grace,Zephyr's Grace
PROPSKILL_TXT_150398,Gain shields when you use Gale or Gust.,"Erhalte Schilde, wenn du Gale oder Gust verwendest."
PROPSKILL_TXT_150399,Gust,Gust
PROPSKILL_TXT_150400,The skill's range increases.,Die Reichweite der Fähigkeit wird erhöht.
PROPSKILL_TXT_150401,Skill cooldown is reduced.,Fähigkeiten-Abklingzeit wird reduziert.
PROPSKILL_TXT_150402,Skill damage increases proportionally to the shield's defense.,Fähigkeitsschaden steigt proportional zur Verteidigung des Schildes.
PROPSKILL_TXT_150403,Has a chance to stun enemies.,"Hat eine Chance, Gegner zu betäuben."
PROPSKILL_TXT_150404,Movement speed is reduced.,Bewegungsgeschwindigkeit wird reduziert.
PROPSKILL_TXT_150405,"After charging, a barrier proportional to max HP is generated.",Nach dem Aufladen wird eine Barriere proportional zu maximalen HP erzeugt.
PROPSKILL_TXT_150406,Bind the pulled target.,Fesselt das gezogene Ziel.
PROPSKILL_TXT_150407,Skill cooldown is reduced.,"Die Chance, dein Ziel zu ziehen, steigt im PvP."
PROPSKILL_TXT_150408,Multiple enemies surrounding the selected target can also be pulled.,Mehrere Gegner um das ausgewählte Ziel herum können ebenfalls gezogen werden.
PROPSKILL_TXT_150409,The chance to stun increases.,Die Chance zu betäuben steigt.
PROPSKILL_TXT_150410,Applies a defensive penalty to the target.,Wendet eine Verteidigungsstrafe auf das Ziel an.
PROPSKILL_TXT_150412,The leap distance increases.,Die Sprungweite steigt.
PROPSKILL_TXT_150413,You can push enemies further away from the landing point.,Du kannst Gegner weiter vom Landepunkt wegstoßen.
PROPSKILL_TXT_150414,Distance you can push enemies increases.,"Die Distanz, die du Gegner stoßen kannst, steigt."
PROPSKILL_TXT_150415,Can move at a very slow speed when the skill is used.,"Kann sich sehr langsam bewegen, wenn die Fähigkeit verwendet wird."
PROPSKILL_TXT_150416,Amount of HP consumed per second is reduced.,"Die Menge an HP, die pro Sekunde verbraucht wird, wird reduziert."
PROPSKILL_TXT_150417,Incoming damage is greatly reduced instead of reflected.,Eingehender Schaden wird stark reduziert anstatt reflektiert.
PROPSKILL_TXT_150418,Duration of the clone increases.,Dauer des Klons wird erhöht.
PROPSKILL_TXT_150419,An additional clone is spawned.,Ein zusätzlicher Klon wird erschaffen.
PROPSKILL_TXT_150420,"Auto Attack damage increases, but yo-yo range decreases.","Automatischer Angriffsschaden steigt, aber Yo-Yo-Reichweite sinkt."
PROPSKILL_TXT_150421,"Yo-Yo range increases, but auto attack damage decreases.","Yo-Yo-Reichweite steigt, aber automatischer Angriffsschaden sinkt."
PROPSKILL_TXT_150422,"Multistrike chance increases, but Yo-Yo range decreases.","Mehrfachtreffchance steigt, aber Yo-Yo-Reichweite sinkt."
PROPSKILL_TXT_150423,Skill duration is increased.,Fähigkeitsdauer wird erhöht.
PROPSKILL_TXT_150424,Increase the trade-off of stats.,Erhöhe den Kompromiss der Werte.
PROPSKILL_TXT_150425,Defense debuff effect from skill usage is reduced.,Verteidigungs-Debuff-Effekt durch Fähigkeitsnutzung wird reduziert.
PROPSKILL_TXT_150426,"Defense reduction rate is fixed at 60%, but enhances the skill effect.","Verteidigungsreduzierungsrate ist auf 60% festgelegt, aber verstärkt den Fähigkeitseffekt."
PROPSKILL_TXT_150427,The chance to inflict poison status increases with each hit.,"Die Chance, Giftstatus zuzufügen, steigt mit jedem Treffer."
PROPSKILL_TXT_150428,"Skill cooldown increases, but the effect of poison increases.","Fähigkeiten-Abklingzeit steigt, aber die Wirkung von Gift steigt."
PROPSKILL_TXT_150429,Skill range is increased.,Fähigkeitsreichweite wird erhöht.
PROPSKILL_TXT_150430,"In addition to poison damage, the cloud may blind targets, reducing their hit rate.",Zusätzlich zum Giftschaden kann die Wolke Ziele blenden und ihre Trefferrate reduzieren.
PROPSKILL_TXT_150431,"If used while invisible, subsequent normal attacks will always be critical hits, and the skill's cooldown will be reduced.","Wenn unsichtbar verwendet, werden nachfolgende normale Angriffe immer kritische Treffer sein und die Abklingzeit der Fähigkeit wird reduziert."
PROPSKILL_TXT_150433,Chance to stun when used while invisible.,"Chance zu betäuben, wenn unsichtbar verwendet."
PROPSKILL_TXT_150434,"Charge time doubles, but attack increases.","Ladezeit verdoppelt sich, aber Angriff steigt."
PROPSKILL_TXT_150435,"Maximum charge stacks are reduced to 2, but damage decreases.","Maximale Ladungsstapel werden auf 2 reduziert, aber Schaden sinkt."
PROPSKILL_TXT_150437,Hits have a chance to immobilize enemies.,"Treffer haben eine Chance, Gegner bewegungsunfähig zu machen."
PROPSKILL_TXT_150438,Chance to inflict poison status increases per hit.,"Chance, Giftstatus zuzufügen, steigt pro Treffer."
PROPSKILL_TXT_150439,"Chain attack duration increases, but the number of attacks rises from 3 to 8. Skill cooldown increases.","Kettenangriffsdauer steigt, aber die Anzahl der Angriffe steigt von 3 auf 8. Fähigkeiten-Abklingzeit steigt."
PROPSKILL_TXT_150440,Deals additional damage to targets within 3m.,Verursacht zusätzlichen Schaden an Zielen innerhalb von 3m.
PROPSKILL_TXT_150441,Deals additional damage to targets further than 5m.,Verursacht zusätzlichen Schaden an Zielen weiter als 5m entfernt.
PROPSKILL_TXT_150442,"Buff applies to party members within range, excluding yourself.","Buff gilt für Gruppenmitglieder in Reichweite, außer dir selbst."
PROPSKILL_TXT_150443,The chance to fire double arrows increases.,"Die Chance, doppelte Pfeile abzufeuern, steigt."
PROPSKILL_TXT_150445,The distance over which the target is knocked back increases.,"Die Distanz, über die das Ziel zurückgestoßen wird, steigt."
PROPSKILL_TXT_150446,Pushes back enemies within the area along with the target.,Stößt Gegner im Bereich zusammen mit dem Ziel zurück.
PROPSKILL_TXT_150447,Increases the distance of the backward jump.,Erhöht die Distanz des Rückwärtssprungs.
PROPSKILL_TXT_150448,Reduces the target's movement speed.,Reduziert die Bewegungsgeschwindigkeit des Ziels.
PROPSKILL_TXT_150449,The movement speed of all enemies hit by the skill is reduced.,Die Bewegungsgeschwindigkeit aller von der Fähigkeit getroffenen Gegner wird reduziert.
PROPSKILL_TXT_150450,Maximum number of traps you can place increases.,"Maximale Anzahl an Fallen, die du platzieren kannst, steigt."
PROPSKILL_TXT_150451,Range of the trap increases.,Reichweite der Falle steigt.
PROPSKILL_TXT_150453,Chance of getting status effects increases.,Chance auf Statuseffekte steigt.
PROPSKILL_TXT_150455,Skill's damage range increases.,Schadensreichweite der Fähigkeit steigt.
PROPSKILL_TXT_150456,Enemy's defense is reduced when caught in the trap.,"Die Verteidigung des Gegners wird reduziert, wenn er in der Falle gefangen ist."
PROPSKILL_TXT_150457,The activation range of the trap increases.,Der Aktivierungsbereich der Falle steigt.
PROPSKILL_TXT_150459,The activation range of the trap increases.,Der Aktivierungsbereich der Falle steigt.
PROPSKILL_TXT_150460,Physical damage increases per Nen stack.,Physischer Schaden steigt pro Nen-Stapel.
PROPSKILL_TXT_150461,Magic damage increases per Nen stack.,Magischer Schaden steigt pro Nen-Stapel.
PROPSKILL_TXT_150462,The effect of Aura skills increases per Nen stack.,Die Wirkung von Aura-Fähigkeiten steigt pro Nen-Stapel.
PROPSKILL_TXT_150463,Skill damage is increased.,Fähigkeitsschaden wird erhöht.
PROPSKILL_TXT_150464,10 Nen stacks up even when this skill used.,"10 Nen stapeln sich auch, wenn diese Fähigkeit verwendet wird."
PROPSKILL_TXT_150465,Has a chance to grant additional Nen stacks.,"Hat eine Chance, zusätzliche Nen-Stapel zu gewähren."
PROPSKILL_TXT_150466,Damage is increased.,Schaden wird erhöht.
PROPSKILL_TXT_150467,Gain 1 additional Nen with certain chance when the skill hits.,"Erhalte 1 zusätzliches Nen mit bestimmter Chance, wenn die Fähigkeit trifft."
PROPSKILL_TXT_150468,"When cast as an enhanced attack, reduces the target's attack and defense additionally.","Wenn als verstärkter Angriff gewirkt, werden Angriff und Verteidigung des Ziels zusätzlich reduziert."
PROPSKILL_TXT_150469,Chance to knock down the target increases.,"Chance, das Ziel niederzuschlagen, steigt."
PROPSKILL_TXT_150470,Nen Enhanced strikes will also reduce movement speed.,Nen-verstärkte Schläge reduzieren auch Bewegungsgeschwindigkeit.
PROPSKILL_TXT_150471,Consumes additional Nen to attempt an extra attack.,"Verbraucht zusätzliches Nen, um einen zusätzlichen Angriff zu versuchen."
PROPSKILL_TXT_150472,Using the skill may not consume Nen.,Die Verwendung der Fähigkeit verbraucht möglicherweise kein Nen.
PROPSKILL_TXT_150473,"Casting time is reduced, but skill damage is decreased.","Zauberzeit wird reduziert, aber Fähigkeitsschaden wird verringert."
PROPSKILL_TXT_150474,Movement speed penalty is reduced.,Bewegungsgeschwindigkeitsstrafe wird reduziert.
PROPSKILL_TXT_150477,"While grabbing an enemy, the damage you take is reduced.","Während du einen Gegner festhältst, wird der Schaden, den du erleidest, reduziert."
PROPSKILL_TXT_150478,You can grab all enemies within range with a chance.,Du kannst alle Gegner in Reichweite mit einer Chance ergreifen.
PROPSKILL_TXT_150479,Movement speed and critical chance increases further when using the skill.,Bewegungsgeschwindigkeit und kritische Trefferchance steigen weiter bei Verwendung der Fähigkeit.
PROPSKILL_TXT_150480,Critical damage increases when using skill.,Kritischer Schaden steigt bei Verwendung der Fähigkeit.
PROPSKILL_TXT_150481,Knuckle damage increases further when using skill.,Knuckle Schaden steigt weiter bei Verwendung der Fähigkeit.
PROPSKILL_TXT_150482,Damage reduction rate increases while meditating.,Schadensreduzierungsrate steigt während der Meditation.
PROPSKILL_TXT_150483,You can move slowly while using the skill.,"Du kannst dich langsam bewegen, während du die Fähigkeit verwendest."
PROPSKILL_TXT_150484,Attack all enemies on the path and give additional bleed damage.,Greife alle Gegner auf dem Pfad an und verursache zusätzlichen Blutungsschaden.
PROPSKILL_TXT_150485,Stuns the target on impact.,Betäubt das Ziel beim Aufprall.
PROPSKILL_TXT_150486,Attack range increases but rush distance decreases.,"Angriffsreichweite steigt, aber Sturmdistanz sinkt."
PROPSKILL_TXT_150487,Explosion range increases.,Explosionsreichweite steigt.
PROPSKILL_TXT_150488,Increase damage with additional HP cost.,Erhöhe Schaden mit zusätzlichen HP-Kosten.
PROPSKILL_TXT_150489,Knock back the enemy hit by the explosion.,Stoße den von der Explosion getroffenen Gegner zurück.
PROPSKILL_TXT_150490,Damage increases.,Schaden steigt.
PROPSKILL_TXT_150491,Give additional bleeding damage to all enemies hit by the skill.,Verursache zusätzlichen Blutungsschaden an allen von der Fähigkeit getroffenen Gegnern.
PROPSKILL_TXT_150492,Create one more whirlwind.,Erschaffe einen weiteren Wirbelwind.
PROPSKILL_TXT_150493,Reduce enemy's element resistance.,Reduziere Elementarresistenz des Gegners.
PROPSKILL_TXT_150494,"Whirlwind moves forward, lifting enemies into the air.",Wirbelwind bewegt sich vorwärts und hebt Gegner in die Luft.
PROPSKILL_TXT_150495,Successful follow-up hits increased damage is increased further.,Bei erfolgreichen Folgetreffer wird der erhöhte Schaden weiter gesteigert.
PROPSKILL_TXT_150496,Increases the chance to knock down enemies.,"Erhöht die Chance, Gegner niederzuschlagen."
PROPSKILL_TXT_150497,Successful follow up hit reduces the target's movement speed.,Erfolgreicher Folgetreffer reduziert die Bewegungsgeschwindigkeit des Ziels.
PROPSKILL_TXT_150498,"Casts an aura that greatly reduces the caster's movement speed while increasing allies’ movement speed, critical damage, and attack. Cannot be used with other auras at the same time.","Wirkt eine Aura, die die Bewegungsgeschwindigkeit des Zaubernden stark reduziert, während die Bewegungsgeschwindigkeit, kritischer Schaden und Angriff von Verbündeten erhöht werden. Kann nicht gleichzeitig mit anderen Auren verwendet werden."
PROPSKILL_TXT_150499,"Casts an aura that greatly reduces the caster's movement speed while increasing allies’ movement speed, critical damage, and attack. Cannot be used with other auras at the same time.","Wirkt eine Aura, die die Bewegungsgeschwindigkeit des Zaubernden stark reduziert, während die Bewegungsgeschwindigkeit, kritischer Schaden und Angriff von Verbündeten erhöht werden. Kann nicht gleichzeitig mit anderen Auren verwendet werden."
PROPSKILL_TXT_150500,Casts an aura that reduces movement speed but increases allies’ defense and block rate.,"Wirkt eine Aura, die Bewegungsgeschwindigkeit reduziert, aber Verteidigung und Blockrate von Verbündeten erhöht."
PROPSKILL_TXT_150501,Casts an aura that reduces the caster's movement speed while increasing allies’ magic attack and critical damage.,"Wirkt eine Aura, die die Bewegungsgeschwindigkeit des Zaubernden reduziert, während magischer Angriff und kritischer Schaden von Verbündeten erhöht werden."
