Key,English,Filipino
ACHIEVEMENT_USE_KIMBAP_NAME,Kimbap,Kimbap
ACHIEVEMENT_USE_KIMBAP_DESC,"Eat 200,000 Kimbaps.","Kumain ng 200,000 Kimbaps."
ACHIEVEMENT_USE_KIMBAP_TITLE,High Roller,High Roller
ACHIEVEMENT_USE_CHICKENSTICK_NAME,Chicken Stick,Chicken Stick
ACHIEVEMENT_USE_CHICKENSTICK_DESC,"Eat 200,000 Chicken Sticks.","Kumain ng 200,000 Chicken Sticks."
ACHIEVEMENT_USE_CHICKENSTICK_TITLE,Spicy,Spicy
ACHIEVEMENT_USE_STARCANDY_NAME,Star Candy,Star Candy
ACHIEVEMENT_USE_STARCANDY_DESC,"Eat 200,000 Star Candies.","Kumain ng 200,000 Star Candys."
ACHIEVEMENT_USE_STARCANDY_TITLE,Starstruck,Starstruck
ACHIEVEMENT_USE_MEATSKEWER_NAME,Meat Skewer,Meat Skewer
ACHIEVEMENT_USE_MEATSKEWER_DESC,"Eat 200,000 Meat Skewers.","Kumain ng 200,000 Meat Skewers."
ACHIEVEMENT_USE_MEATSKEWER_TITLE,Carnivore,Carnivore
ACHIEVEMENT_USE_BARBECUE_NAME,Barbecue,Barbecue
ACHIEVEMENT_USE_BARBECUE_DESC,"Eat 200,000 Barbecues.","Kumain ng 200,000 Barbecues."
ACHIEVEMENT_USE_BARBECUE_TITLE,Grillmaster,Grillmaster
ACHIEVEMENT_USE_SEAFOODPANCAKE_NAME,Seafood Pancake,Seafood Pancake
ACHIEVEMENT_USE_SEAFOODPANCAKE_DESC,"Eat 200,000 Seafood Pancakes.","Kumain ng 200,000 Seafood Pan Cakes."
ACHIEVEMENT_USE_SEAFOODPANCAKE_TITLE,Surfer,Surfer
ACHIEVEMENT_USE_FISHSOUP_NAME,Fish Soup,Fish Soup
ACHIEVEMENT_USE_FISHSOUP_DESC,"Eat 200,000 Fish Soups.","Kumain ng 200,000 Fish Soups."
ACHIEVEMENT_USE_FISHSOUP_TITLE,Catfish,Catfish
ACHIEVEMENT_USE_SAUSAGECASSEROLE_NAME,Sausage Casserole,Sausage Casserole
ACHIEVEMENT_USE_SAUSAGECASSEROLE_DESC,"Eat 200,000 Sausage Casseroles.","Kumain ng 200,000 Sausage Casseroles."
ACHIEVEMENT_USE_SAUSAGECASSEROLE_TITLE,Sausage Connoisseur,Sausage Connoisseur
ACHIEVEMENT_USE_FISHSTEW_NAME,Fish Stew,Fish Stew
ACHIEVEMENT_USE_FISHSTEW_DESC,"Eat 200,000 Fish Stews.","Kumain ng 200,000 Fish Stews."
ACHIEVEMENT_USE_FISHSTEW_TITLE,Stranded,Stranded
ACHIEVEMENT_USE_STEAMEDSEAFOOD_NAME,Steamed Seafood,Steamed Seafood
ACHIEVEMENT_USE_STEAMEDSEAFOOD_DESC,"Eat 200,000 Steamed Seafood.","Kumain ng 200,000 Steamed Seafood."
ACHIEVEMENT_USE_STEAMEDSEAFOOD_TITLE,Steamy,Steamy
ACHIEVEMENT_USE_MEATSALAD_NAME,Meat Salad,Meat Salad
ACHIEVEMENT_USE_MEATSALAD_DESC,"Eat 200,000 Meat Salads.","Kumain ng 200,000 Meat Salads."
ACHIEVEMENT_USE_MEATSALAD_TITLE,Omnivore,Omnivore
ACHIEVEMENT_USE_GRATIN_NAME,Gratin,Gratin
ACHIEVEMENT_USE_GRATIN_DESC,"Eat 200,000 Gratins.","Kumain ng 200,000 Gratins."
ACHIEVEMENT_USE_GRATIN_TITLE,Shattered,Shattered
ACHIEVEMENT_USE_SEAFOODPIZZA_NAME,Seafood Pizza,Seafood Pizza
ACHIEVEMENT_USE_SEAFOODPIZZA_DESC,"Eat 200,000 Seafood Pizzas.","Kumain ng 200,000 Seafood Pizzas."
ACHIEVEMENT_USE_SEAFOODPIZZA_TITLE,Salty,Maalat
ACHIEVEMENT_USE_ORANGEJUICE_NAME,Orange Juice,Orange Juice
ACHIEVEMENT_USE_ORANGEJUICE_DESC,"Drink 200,000 Cups of Orange Juice.","Uminom ng 200,000 baso ng Orange Juice."
ACHIEVEMENT_USE_ORANGEJUICE_TITLE,Juicy,Juicy
ACHIEVEMENT_USE_STRAWBERRYSHAKE_NAME,Strawberry Shake,Strawberry Shake
ACHIEVEMENT_USE_STRAWBERRYSHAKE_DESC,"Eat 200,000 Strawberry Shakes.","Kumain ng 200,000 Strawberry Shakes."
ACHIEVEMENT_USE_STRAWBERRYSHAKE_TITLE,Sweetheart,Sweetheart
ACHIEVEMENT_USE_PINEAPPLECONE_NAME,Pineapple Cone,Pineapple Cone
ACHIEVEMENT_USE_PINEAPPLECONE_DESC,"Eat 200,000 Pineapple Cones.","Kumain ng 200,000 Pineapple Cones."
ACHIEVEMENT_USE_PINEAPPLECONE_TITLE,Fresh,Fresh
ACHIEVEMENT_USE_BANANAJUJUBAR_NAME,Banana Jujubar,Banana Jujubar
ACHIEVEMENT_USE_BANANAJUJUBAR_DESC,"Eat 200,000 Banana Jujubars.","Kumain ng 200,000 Banana Jujubars."
ACHIEVEMENT_USE_BANANAJUJUBAR_TITLE,Appealing,Appealing
ACHIEVEMENT_USE_FRUITJUICE_NAME,Fruit Juice,Fruit Juice
ACHIEVEMENT_USE_FRUITJUICE_DESC,"Drink 200,000 Fruit Juices.","Uminom ng 200,000 na Fruit Juice."
ACHIEVEMENT_USE_FRUITJUICE_TITLE,Fruity,Fruity
ACHIEVEMENT_USE_FRUITICEWATER_NAME,Fruit Icewater,Fruit Icewater
ACHIEVEMENT_USE_FRUITICEWATER_DESC,"Eat 200,000 Fruit Icewaters.","Kumain ng 200,000 Fruit Icewaters."
ACHIEVEMENT_USE_FRUITICEWATER_TITLE,Cool,Cool
ACHIEVEMENT_USE_FRUITPARFAIT_NAME,Fruit Parfait,Fruit Parfait
ACHIEVEMENT_USE_FRUITPARFAIT_DESC,"Eat 200,000 Fruit Parfaits.","Kumain ng 200,000 Fruit Parfaits."
ACHIEVEMENT_USE_FRUITPARFAIT_TITLE,Pure,Pure
ACHIEVEMENT_USE_FRUITSHERBET_NAME,Fruit Sherbet,Fruit Sherbet
ACHIEVEMENT_USE_FRUITSHERBET_DESC,"Eat 200,000 Fruit Sherbets.","Kumain ng 200,000 Fruit Sherberts."
ACHIEVEMENT_USE_FRUITSHERBET_TITLE,Icy,Icy
ACHIEVEMENT_USE_ICECREAMCAKE_NAME,Icecream Cake,Icecream Cake
ACHIEVEMENT_USE_ICECREAMCAKE_DESC,"Eat 200,000 Icecream Cakes.","Kumain ng 200,000 Icecream Cakes."
ACHIEVEMENT_USE_ICECREAMCAKE_TITLE,Chilled,Chilled
ACHIEVEMENT_USE_BISCUIT_NAME,Biscuit,Biskwit
ACHIEVEMENT_USE_BISCUIT_DESC,"Eat 200,000 Biscuits.","Kumain ng 200,000 Biskwit."
ACHIEVEMENT_USE_BISCUIT_TITLE,Baker,Baker
ACHIEVEMENT_USE_CORAL_ISLAND_CURRY_NAME,Coral Island Curry,Coral Island Curry
ACHIEVEMENT_USE_CORAL_ISLAND_CURRY_DESC,"Eat 50,000 Coral Island Curries.","Kumain ng 50,000 Coral Island Curries."
ACHIEVEMENT_USE_CORAL_ISLAND_CURRY_TITLE,Saucy,Saucy
ACHIEVEMENT_USE_FRUIT_PUNCH_NAME,Fruit Punch,Fruit Punch
ACHIEVEMENT_USE_FRUIT_PUNCH_DESC,"Eat 200,000 Fruit Punch.","Kumain ng 200,000 Fruit Punch."
ACHIEVEMENT_USE_FRUIT_PUNCH_TITLE,Punta Cana,Punta Cana
ACHIEVEMENT_USE_TUNASUSHI_NAME,Tuna Sushi,Tuna Sushi
ACHIEVEMENT_USE_TUNASUSHI_DESC,"Eat 200,000 Tuna Sushi.","Kumain ng 200,000 Tuna Sushi."
ACHIEVEMENT_USE_TUNASUSHI_TITLE,Soy Sauce,Toyo
ACHIEVEMENT_STAT_STRENGTH_NAME,Strength,Strength
ACHIEVEMENT_STAT_STRENGTH_DESC,Get 253 BASE STR.,Gawing 253 ang BASE STR.
ACHIEVEMENT_STAT_STRENGTH_TITLE,Mighty,Malakas
ACHIEVEMENT_STAT_STAMINA_NAME,Stamina,Stamina
ACHIEVEMENT_STAT_STAMINA_DESC,Get 253 BASE STA.,Gawing 253 ang BASE STA.
ACHIEVEMENT_STAT_STAMINA_TITLE,Immortal,Imortal
ACHIEVEMENT_STAT_DEXTERITY_NAME,Dexterity,Dexterity
ACHIEVEMENT_STAT_DEXTERITY_DESC,Get 253 BASE DEX.,Gawing 253 ang BASE DEX.
ACHIEVEMENT_STAT_DEXTERITY_TITLE,Nimble,Maliksi
ACHIEVEMENT_STAT_INTELLIGENCE_NAME,Intelligence,Intelligence
ACHIEVEMENT_STAT_INTELLIGENCE_DESC,Get 253 BASE INT.,Gawing 253 ang BASE INT.
ACHIEVEMENT_STAT_INTELLIGENCE_TITLE,Sage,Matalino
ACHIEVEMENT_DAILY_PLAY_TIME_NAME,Daily Playtime,Oras ng paglalaro araw-araw
ACHIEVEMENT_DAILY_PLAY_TIME_DESC,"Unlock rewards at 10, 20, 30, and 40 minutes of playtime. Resets daily at midnight.","Maglaro ng 10, 20, 30 at 40 minuto bawat araw para makakuha ng rewards. Nagre-reset tuwing hatinggabi."
ACHIEVEMENT_DAILY_PLAY_TIME_LVL1,10 min,10 min
ACHIEVEMENT_DAILY_PLAY_TIME_LVL2,20 min,20 min
ACHIEVEMENT_DAILY_PLAY_TIME_LVL3,30 min,30 min
ACHIEVEMENT_DAILY_PLAY_TIME_LVL4,40 min,40 min
ACHIEVEMENT_CONNECTION_SERIES_NAME,Login Streak,Sunod-sunod na Login
ACHIEVEMENT_CONNECTION_SERIES_DESC,Log in on consecutive days to unlock increasing daily rewards. Missing a day resets the streak. Resets at midnight.,Mag-log in nang magkakasunod na araw para makakuha ng rewards. Nagre-reset tuwing hatinggabi.
ACHIEVEMENT_CONNECTION_SERIES_LVL1,Day 1,Ika 1 na Araw
ACHIEVEMENT_CONNECTION_SERIES_LVL2,Day 2,Ika 2 na Araw
ACHIEVEMENT_CONNECTION_SERIES_LVL3,Day 3,Ika 3 na Araw
ACHIEVEMENT_CONNECTION_SERIES_LVL4,Day 4,Ika 4 na Araw
ACHIEVEMENT_CONNECTION_SERIES_LVL5,Day 5,Ika 5 na Araw
ACHIEVEMENT_TOTAL_CONNECTION_NAME,Login Rewards,Kabuuang Login
ACHIEVEMENT_TOTAL_CONNECTION_DESC,Unlock a reward for each day you log in.,Mag-log in nang ilang beses para makakuha ng mga reward.
ACHIEVEMENT_TOTAL_CONNECTION_LVL1,Day 1,Ika 1 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL2,Day 2,Ika 2 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL3,Day 3,Ika 3 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL4,Day 4,Ika 4 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL5,Day 5,Ika 5 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL6,Day 6,Ika 6 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL7,Day 7,Ika 7 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL11,Day 8,Ika 8 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL12,Day 9,Ika 9 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL13,Day 10,Ika 10 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL14,Day 11,Ika 11 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL15,Day 12,Ika 12 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL16,Day 13,Ika 13 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL8,Day 14,Ika 14 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL17,Day 15,Ika 15 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL18,Day 16,Ika 16 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL19,Day 17,Ika 17 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL20,Day 18,Ika 18 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL21,Day 19,Ika 19 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL22,Day 20,Ika 20 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL9,Day 21,Ika 21 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL23,Day 22,Ika 22 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL24,Day 23,Ika 23 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL25,Day 24,Ika 24 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL26,Day 25,Ika 25 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL27,Day 26,Ika 26 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL28,Day 27,Ika 27 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL29,Day 28,Ika 28 Araw
ACHIEVEMENT_TOTAL_CONNECTION_LVL10,Day 30,Ika 30 Araw
ACHIEVEMENT_SKILL_RESURRECTION_NAME,Savior,Tagapagligtas
ACHIEVEMENT_SKILL_RESURRECTION_DESC,"Resurrect 1,000 players.","Bumuhay ng 1,000 player."
ACHIEVEMENT_ALPHA_TESTER_NAME,Alpha Tester Reward,Alpha Tester Reward
ACHIEVEMENT_ALPHA_TESTER_DESC,A unique reward for players who participated in the FlyForFun.io Alpha Test in 2019!,Isang espesyal na reward para sa mga player na sumali sa FlyForFun.io Alpha Test noong 2019!
ACHIEVEMENT_ALPHA_TESTER_TITLE,Alpha Tester,Alpha Tester
ACHIEVEMENT_BETA_TESTER_NAME,Beta Tester Reward,Beta Tester Reward
ACHIEVEMENT_BETA_TESTER_DESC,A unique reward for players who reached level 40 in Flyff Project M!,Isang espesyal na reward para sa mga player na nakaabot ng level 40 sa Flyff Project M!
ACHIEVEMENT_BETA_TESTER_TITLE,Beta Tester,Beta Tester
ACHIEVEMENT_HATCHING_EGG_NAME,Egg Hatcher,Egg Hatcher
ACHIEVEMENT_HATCHING_EGG_DESC,Hatch 100 eggs.,Mag-hatch ng 100 na egg.
ACHIEVEMENT_HATCHING_EGG_TITLE,Master Hatcher,Master Hatcher
ACHIEVEMENT_FLYFFIPEDIA_NAME,Flyffipedia Creator,Flyffipedia Creator
ACHIEVEMENT_FLYFFIPEDIA_DESC,A unique reward for the player who created Flyffipedia. Thanks Swaight!,Isang espesyal na reward para sa player na gumawa ng Flyffipedia. Salamat Swaight!
ACHIEVEMENT_FLYFFIPEDIA_TITLE,Flyffipedia,Flyffipedia
ACHIEVEMENT_TRANSLATOR_NAME,Translator Reward,Translator Reward
ACHIEVEMENT_TRANSLATOR_DESC,A unique reward for players who help translate the game.,Isang espesyal na reward para sa mga player na tumulong sa pag-translate ng laro.
ACHIEVEMENT_TRANSLATOR_TITLE,Translator,Tagasalin
ACHIEVEMENT_MASTER60_NAME,Master 60 - 70,Master 60 - 70
ACHIEVEMENT_MASTER60_DESC,Complete the first Master Quest.,Tapusin ang unang Master Quest.
ACHIEVEMENT_MASTER70_NAME,Master 70 - 80,Master 70 - 80
ACHIEVEMENT_MASTER70_DESC,Complete the second Master Quest.,Tapusin ang ikalawang Master Quest.
ACHIEVEMENT_MASTER80_NAME,Master 80 - 90,Master 80 - 90
ACHIEVEMENT_MASTER80_DESC,Complete the third Master Quest.,Tapusin ang ikatlong Master Quest.
ACHIEVEMENT_MASTER90_NAME,Master 90 - 100,Master 90 - 100
ACHIEVEMENT_MASTER90_DESC,Complete the fourth Master Quest.,Tapusin ang ikaapat na Master Quest.
ACHIEVEMENT_MASTER100_NAME,Master 100 - 110,Master 100 - 110
ACHIEVEMENT_MASTER100_DESC,Complete the fifth Master Quest.,Tapusin ang ikalimang Master Quest.
ACHIEVEMENT_MASTER110_NAME,Master 110 - 120,Master 110 - 120
ACHIEVEMENT_MASTER110_DESC,Complete the final Master Quest.,Tapusin ang huling Master Quest.
ACHIEVEMENT_MASTER120_NAME,Hero,Bayani
ACHIEVEMENT_MASTER120_NAME2,Hero 120 - 125,Hero 120 - 125
ACHIEVEMENT_MASTER120_DESC,Complete the first Hero Quest.,Tapusin ang Hero Quest.
ACHIEVEMENT_FWCPARTICIPANT_NAME,FWC Participant,FWC Participant
ACHIEVEMENT_FWCPARTICIPANT_DESC,Reach level 16 in the 2023 Flyff World Championship.,Umabot sa level 16 sa Flyff World Championship.
ACHIEVEMENT_FWCHERO_NAME,FWC Contender,FWC Contender
ACHIEVEMENT_FWCHERO_DESC,Reach level 120 in the 2023 Flyff World Championship.,Umabot sa level 120 sa Flyff World Championship.
ACHIEVEMENT_FWCPVPSECOND_NAME,FWC Arena 2nd,FWC Arena 2nd
ACHIEVEMENT_FWCPVPSECOND_DESC,Get second place in the 2023 Flyff World Championship PvP Competition.,Pumangalawa sa Flyff World Championship PvP Competition.
ACHIEVEMENT_FWCPVPTHIRD_NAME,FWC Arena 3rd,FWC Arena 3rd
ACHIEVEMENT_FWCPVPTHIRD_DESC,Get third place in the 2023 Flyff World Championship PvP Competition.,Pumangatlo sa Flyff World Championship PvP Competition.
ACHIEVEMENT_FWCPVPWINNER_NAME,FWC Arena Champion,FWC Arena Champion
ACHIEVEMENT_FWCPVPWINNER_DESC,Win the 2023 Flyff World Championship PvP Competition.,Manalo sa Flyff World Championship PvP competition.
ACHIEVEMENT_FWCPVECHAMPION_NAME,FWC Colosseum Champion,FWC Colosseum Champion
ACHIEVEMENT_FWCPVECHAMPION_DESC,Win the 2023 Flyff World Championship PvE Competition.,Manalo sa Flyff World Championship PvE competition.
ACHIEVEMENT_FWCPVESECOND_NAME,FWC Colosseum 2nd,FWC Colosseum 2nd
ACHIEVEMENT_FWCPVESECOND_DESC,Get second place in the 2023 Flyff World Championship PvE Competition.,Pumangalawa sa Flyff World Championship PvE Competition.
ACHIEVEMENT_FWCPVETHIRD_NAME,FWC Colosseum 3rd,FWC Colosseum 3rd
ACHIEVEMENT_FWCPVETHIRD_DESC,Get third place in the 2023 Flyff World Championship PvE Competition.,Pumangatlo sa Flyff World Championship PvE Competition.
ACHIEVEMENT_ROULETTE_1,First Daily Login,Unang login
ACHIEVEMENT_ROULETTE_2,Play 2 hours,Maglaro ng 2 oras
ACHIEVEMENT_ROULETTE_3,Play 4 hours,Maglaro ng 4 oras
ACHIEVEMENT_ROULETTE_4,Play 6 hours,Maglaro ng 6 oras
ACHIEVEMENT_ROULETTE_5,Play 8 hours,Maglaro ng 8 oras
ACHIEVEMENT_ROULETTE_6,Play 10 hours,Maglaro ng 10 oras
ACHIEVEMENT_ROULETTE_7,Play 12 hours,Maglaro ng 12 oras
ACHIEVEMENT_ROULETTE_8,Play 14 hours,Maglaro ng 14 oras
ACHIEVEMENT_ROULETTE_9,Play 16 hours,Maglaro ng 16 oras
ACHIEVEMENT_ROULETTE_10,Play 18 hours,Maglaro ng 18 oras
ACHIEVEMENT_ROULETTE_11,Play 20 hours,Maglaro ng 20 oras
ACHIEVEMENT_ROULETTE_12,Play 22 hours,Maglaro ng 22 oras
ACHIEVEMENT_RETURNING_TITLE,Homecoming Daily Login,Pagbabalik-Laro
ACHIEVEMENT_RETURNING_DESC,You haven't logged in for a long time! Log in every day to receive rewards! Welcome back!,Hindi ka nag log in ng matagal na panahon! Mag-log in araw-araw at makatanggap ng gantimpala! Salamat sa iyong pagpapakita.
ACHIEVEMENT_RAINBOWRACE_NAME,Rainbow Race Winner,Nagwagi sa Rainbow Race
ACHIEVEMENT_RAINBOWRACE_DESC,A unique reward for those who win the Rainbow Race.,Isang natatanging gantimpala para sa mga nanalo sa Rainbow Race.
ACHIEVEMENT_RAINBOWRACE_TITLE,Speed Demon,Demonyo ng Bilis
ACHIEVEMENT_RAINBOWRACE_WINS_NAME,Rainbow Race Champion,Kampeon ng Rainbow Race
ACHIEVEMENT_RAINBOWRACE_WINS_DESC,Unique rewards based on the number of Rainbow Race wins!,Mga espesyal na gantimpala batay sa dami ng panalo mo sa Rainbow Race!
ACHIEVEMENT_MASTER110_TITLE,Master,Dalubhasa
ACHIEVEMENT_DAILY_PLAY_TIME_PREMIUM_DESC,Use a Bonus Playtime Coupon (purchasable with fCoins) to unlock bonus rewards at each daily playtime milestone.,Gumamit ng fCoin para makakuha ng karagdagang attendance rewards.
ACHIEVEMENT_TOTAL_CONNECTION_PREMIUM_NAME,Bonus Login Rewards,Bonus Login Rewards
ACHIEVEMENT_TOTAL_CONNECTION_PREMIUM_DESC,"Use a Bonus Login Coupon (purchasable with fCoins) to unlock bonus rewards for each day you log in. After completion, you can use another coupon to start over.",Mag-log in nang ilang beses upang makakuha ng premium na gantimpala.
ACHIEVEMENT_FWC_2024_BEGINNER_NAME,2024 FWC Beginner,2024 FWC Baguhan
ACHIEVEMENT_FWC_2024_COMBATANT_NAME,2024 FWC Combatant,2024 FWC Mandirigma
ACHIEVEMENT_FWC_2024_COMBATANT_DESC,Reach level 60 in the 2024 Flyff World Championship.,Maabot ang level 60 sa Flyff World Championship.
ACHIEVEMENT_FWC_2024_VANQUISHER_NAME,2024 FWC Vanquisher,2024 FWC Manlulupig
ACHIEVEMENT_FWC_2024_VANQUISHER_DESC,Reach level 100 in the 2024 Flyff World Championship.,Maabot ang level 100 sa Flyff World Championship.
ACHIEVEMENT_FWC_2024_MASTER_NAME,2024 FWC Master,2024 FWC Dalubhasa
ACHIEVEMENT_FWC_2024_MASTER_DESC,Reach level 160 in the 2024 Flyff World Championship.,Maabot ang level 160 sa Flyff World Championship.
ACHIEVEMENT_FWC_2024_EMPEROR_NAME,2024 FWC Emperor,2024 FWC Emperador
ACHIEVEMENT_FWC_2024_EMPEROR_DESC,Complete all Gear Exchanges in the 2024 Flyff World Championship.,Kumpletuhin ang lahat ng Gear Exchange sa Flyff World Championship.
ACHIEVEMENT_COUPLE_FORM_01_NAME,Couple 1,Couple 1
ACHIEVEMENT_COUPLE_FORM_01_TITLE,Solo Escape,Solo Escape
ACHIEVEMENT_COUPLE_FORM_02_NAME,Couple 10,Couple 10
ACHIEVEMENT_COUPLE_FORM_02_TITLE,Experienced,Beterano
ACHIEVEMENT_COUPLE_FORM_03_NAME,Couple 100,Couple 100
ACHIEVEMENT_COUPLE_FORM_03_TITLE,Casanova,Casanova
ACHIEVEMENT_COUPLE_FORM_DESC,Find a partner and form a couple.,Humanap ng kapareha at bumuo ng couple.
ACHIEVEMENT_COUPLE_LEVEL_01_NAME,Couple Level 5,Couple Level 5
ACHIEVEMENT_COUPLE_LEVEL_01_TITLE,Getting to Know,Pagkilala sa Isa’t Isa
ACHIEVEMENT_COUPLE_LEVEL_02_NAME,Couple Level 10,Couple Level 10
ACHIEVEMENT_COUPLE_LEVEL_02_TITLE,Close Acquaintances,Malapit na Magkakilala
ACHIEVEMENT_COUPLE_LEVEL_03_NAME,Couple Level 15,Couple Level 15
ACHIEVEMENT_COUPLE_LEVEL_03_TITLE,Destined Couple,Itinakdang Mag-Couple
ACHIEVEMENT_COUPLE_LEVEL_DESC,Raise your couple's level.,Pataasin ang level ng inyong couple.
ACHIEVEMENT_COUPLE_DURATION_01_NAME,Couple Duration 100,Couple Duration 100
ACHIEVEMENT_COUPLE_DURATION_01_TITLE,100 Days of Love,100 Araw ng Pagmamahalan
ACHIEVEMENT_COUPLE_DURATION_02_NAME,Couple Duration 200,Couple Duration 200
ACHIEVEMENT_COUPLE_DURATION_02_TITLE,200 Days of Love,200 Araw ng Pagmamahalan
ACHIEVEMENT_COUPLE_DURATION_03_NAME,Couple Duration 365,Couple Duration 365
ACHIEVEMENT_COUPLE_DURATION_03_TITLE,365 Days of Love,365 Araw ng Pagmamahalan
ACHIEVEMENT_COUPLE_DURATION_DESC,Remain in a couple relationship for a set number of consecutive days.,Panatilihin ang pagiging couple ninyo sa loob ng magkakasunod na araw.
ACHIEVEMENT_COUPLE_SKILL_NAME,Couple Skills,Couple Skills
ACHIEVEMENT_COUPLE_SKILL_TITLE,Better Together,Mas Magaling Kapag Magkasama
ACHIEVEMENT_COUPLE_SKILL_DESC,Use couple skills.,Gumamit ng kahit anong couple skills.
ACHIEVEMENT_COUPLE_MOTION_01_NAME,Couple Emotes 100,Couple Emotes 100
ACHIEVEMENT_COUPLE_MOTION_01_TITLE,Like Bread and Butter,Parang Tinapay at Mantikilya
ACHIEVEMENT_COUPLE_MOTION_02_NAME,Couple Emotes 1000,Couple Emotes 1000
ACHIEVEMENT_COUPLE_MOTION_02_TITLE,Great Couples Think Alike,Magkasing-isip ang Mahuhusay na Couple
ACHIEVEMENT_COUPLE_MOTION_03_NAME,Couple Emotes 10000,Couple Emotes 10000
ACHIEVEMENT_COUPLE_MOTION_03_TITLE,"One Mind, One Body","Isang Isip, Isang Katawan"
ACHIEVEMENT_COUPLE_MOTION_DESC,Use couple emotes.,Gumamit ng kahit anong couple motions.
ACHIEVEMENT_LIFE_MASTERY_GREAT_SUCCESS_NAME,Great Success!,Malaking Tagumpay!
ACHIEVEMENT_LIFE_MASTERY_GREAT_SUCCESS_TITLE01,Bonus Obtained,Nakuha ang Bonus
ACHIEVEMENT_LIFE_MASTERY_GREAT_SUCCESS_TITLE02,Bonus-full,Buong Bonus
ACHIEVEMENT_LIFE_MASTERY_GREAT_SUCCESS_DESC,Achieve a great success with a lifestyle skill.,Makakuha ng great success sa isang lifestyle skill.
ACHIEVEMENT_LIFE_MASTERY_POINTS_NAME,Earn mastery points.,Maabot ang mastery points.
ACHIEVEMENT_LIFE_MASTERY_TITLE01,Lifestyle Beginner,Lifestyle Baguhan
ACHIEVEMENT_LIFE_MASTERY_TITLE02,Lifestyle Newbie,Lifestyle Bagito
ACHIEVEMENT_LIFE_MASTERY_TITLE03,Lifestyle Expert,Lifestyle Eksperto
ACHIEVEMENT_LIFE_MASTERY_TITLE04,Lifestyle Guru,Lifestyle Guru
ACHIEVEMENT_LIFE_MASTERY_POINTS_DESC,Raise your Lifestyle mastery.,Pataasin ang iyong Lifestyle mastery.
ACHIEVEMENT_HERB_GATHERING_POINTS_NAME,Master of Herb Gathering,Dalubhasa sa Pangunguha ng Halaman
ACHIEVEMENT_HERB_GATHERING_TITLE01,Newbie Gatherer,Bagitong Gatherer
ACHIEVEMENT_HERB_GATHERING_TITLE02,Gatherer,Gatherer
ACHIEVEMENT_HERB_GATHERING_TITLE03,Expert Gatherer,Ekspertong Gatherer
ACHIEVEMENT_HERB_GATHERING_TITLE04,Master Gatherer,Master Gatherer
ACHIEVEMENT_HERB_GATHERING_POINTS_DESC,Raise your Herb Gathering mastery.,Pataasin ang Herb Gathering mastery mo.
ACHIEVEMENT_WOOD_CUTTING_POINTS_NAME,Master of Woodcutting,Dalubhasa sa Pagpuputol ng Kahoy
ACHIEVEMENT_WOOD_CUTTING_TITLE01,Newbie Lumberjack,Bagitong Lumberjack
ACHIEVEMENT_WOOD_CUTTING_TITLE02,Lumberjack,Lumberjack
ACHIEVEMENT_WOOD_CUTTING_TITLE03,Expert Lumberjack,Ekspertong Lumberjack
ACHIEVEMENT_WOOD_CUTTING_TITLE04,Master Lumberjack,Master Lumberjack
ACHIEVEMENT_WOOD_CUTTING_POINTS_DESC,Raise your Woodcutting mastery.,Pataasin ang Woodcutting mastery mo.
ACHIEVEMENT_MINING_POINTS_NAME,Master of Mining,Dalubhasa sa Pagmimina
ACHIEVEMENT_MINING_TITLE01,Newbie Miner,Bagitong Minero
ACHIEVEMENT_MINING_TITLE02,Miner,Minero
ACHIEVEMENT_MINING_TITLE03,Expert Miner,Ekspertong Minero
ACHIEVEMENT_MINING_TITLE04,Master Miner,Master Miner
ACHIEVEMENT_MINING_POINTS_DESC,Raise your Mining mastery.,Pataasin ang Mining mastery mo.
